trial,ID,filename,Category,Valence,val_bin,condition
1,Objects_147_v,Objects_147_v.jpg,Objects,4.9,5-Apr,TONE
2,Objects_125_h,Objects_125_h.jpg,Objects,2.02,3-Feb,FEEL
3,People_224_h,People_224_h.jpg,People,3.49,4-Mar,TONE
4,Animals_160_h,Animals_160_h.jpg,Animals,7.18,8-Jul,FEEL
5,Faces_143_v,Faces_143_v.jpg,Faces,1.85,2-Jan,TONE
6,People_218_v,People_218_v.jpg,People,1.84,2-Jan,FEEL
7,Objects_046_h,Objects_046_h.jpg,Objects,5.14,6-May,TONE
8,Faces_019_h,Faces_019_h.jpg,Faces,2.79,3-Feb,TONE
9,Animals_018_h,Animals_018_h.jpg,Animals,3.34,4-Mar,FEEL
10,Landscapes_144_h,Landscapes_144_h.jpg,Landscapes,5.73,6-May,TONE
11,Faces_269_v,Faces_269_v.jpg,Faces,3.53,4-Mar,FEEL
12,Animals_044_h,Animals_044_h.jpg,Animals,5.32,6-May,TONE
13,People_069_h,People_069_h.jpg,People,6.71,7-Jun,TONE
14,Objects_114_h,Objects_114_h.jpg,Objects,3.84,4-Mar,TONE
15,Faces_153_v,Faces_153_v.jpg,Faces,2.65,3-Feb,FEEL
16,Faces_148_h,Faces_148_h.jpg,Faces,3.71,4-Mar,TONE
17,Landscapes_068_h,Landscapes_068_h.jpg,Landscapes,3.58,4-Mar,FEEL
18,Landscapes_093_h,Landscapes_093_h.jpg,Landscapes,5.41,6-May,TONE
19,Faces_205_h,Faces_205_h.jpg,Faces,5.66,6-May,FEEL
20,People_148_h,People_148_h.jpg,People,5.59,6-May,FEEL
21,Animals_072_h,Animals_072_h.jpg,Animals,5,5-Apr,FEEL
22,Landscapes_033_h,Landscapes_033_h.jpg,Landscapes,4.52,5-Apr,TONE
23,Faces_247_h,Faces_247_h.jpg,Faces,6.41,7-Jun,FEEL
24,Faces_367_h,Faces_367_h.jpg,Faces,1.65,2-Jan,TONE
25,People_095_h,People_095_h.jpg,People,5.24,6-May,TONE
26,Animals_203_h,Animals_203_h.jpg,Animals,6.35,7-Jun,TONE
27,People_055_h,People_055_h.jpg,People,7.69,8-Jul,TONE
28,Animals_060_h,Animals_060_h.jpg,Animals,3.02,4-Mar,TONE
29,Faces_015_h,Faces_015_h.jpg,Faces,4.12,5-Apr,FEEL
30,Objects_261_h,Objects_261_h.jpg,Objects,6.2,7-Jun,FEEL
31,Objects_152_v,Objects_152_v.jpg,Objects,5.19,6-May,FEEL
32,Landscapes_120_v,Landscapes_120_v.jpg,Landscapes,8.31,9-Aug,TONE
33,Objects_226_h,Objects_226_h.jpg,Objects,4.98,5-Apr,TONE
34,People_235_h,People_235_h.jpg,People,2.67,3-Feb,FEEL
35,Landscapes_058_h,Landscapes_058_h.jpg,Landscapes,4.04,5-Apr,TONE
36,Faces_294_h,Faces_294_h.jpg,Faces,3.1,4-Mar,FEEL
37,Landscapes_108_v,Landscapes_108_v.jpg,Landscapes,6.8,7-Jun,TONE
38,Objects_007_h,Objects_007_h.jpg,Objects,2.98,3-Feb,TONE
39,Animals_016_h,Animals_016_h.jpg,Animals,2.67,3-Feb,FEEL
40,Animals_071_h,Animals_071_h.jpg,Animals,2.35,3-Feb,FEEL
41,Faces_293_h,Faces_293_h.jpg,Faces,2.44,3-Feb,TONE
42,Animals_034_h,Animals_034_h.jpg,Animals,3.79,4-Mar,FEEL
43,Faces_002_v,Faces_002_v.jpg,Faces,7.88,8-Jul,FEEL
44,People_241_h,People_241_h.jpg,People,2.52,3-Feb,FEEL
45,People_103_h,People_103_h.jpg,People,7.77,8-Jul,TONE
46,Animals_208_h,Animals_208_h.jpg,Animals,7.41,8-Jul,TONE
47,Objects_217_h,Objects_217_h.jpg,Objects,6.57,7-Jun,TONE
48,People_005_h,People_005_h.jpg,People,3.74,4-Mar,FEEL
49,People_172_v,People_172_v.jpg,People,8.02,9-Aug,FEEL
50,Faces_352_h,Faces_352_h.jpg,Faces,7.17,8-Jul,TONE
51,Animals_040_v,Animals_040_v.jpg,Animals,6.29,7-Jun,FEEL
52,Animals_103_h,Animals_103_h.jpg,Animals,6.31,7-Jun,TONE
53,Faces_212_h,Faces_212_h.jpg,Faces,4.52,5-Apr,TONE
54,Faces_237_v,Faces_237_v.jpg,Faces,6.49,7-Jun,FEEL
55,Landscapes_105_v,Landscapes_105_v.jpg,Landscapes,7.51,8-Jul,TONE
56,Objects_235_h,Objects_235_h.jpg,Objects,3.96,4-Mar,TONE
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
