trial,ID,filename,Category,Valence,val_bin,condition
1,Faces_331_h,Faces_331_h.jpg,Faces,6.6,6-7,FEEL
2,Landscapes_180_h,Landscapes_180_h.jpg,Landscapes,8.54,8-9,FEEL
3,Animals_131_h,Animals_131_h.jpg,Animals,7.62,7-8,FEEL
4,People_197_h,People_197_h.jpg,People,2.97,2-3,FEEL
5,People_211_v,People_211_v.jpg,People,1.88,1-2,FEEL
6,People_240_h,People_240_h.jpg,People,1.82,1-2,FEEL
7,Objects_123_h,Objects_123_h.jpg,Objects,3.66,3-4,FEEL
8,People_042_h,People_042_h.jpg,People,5.31,5-6,FEEL
9,People_009_h,People_009_h.jpg,People,2.7,2-3,FEEL
10,People_138_h,People_138_h.jpg,People,5.92,5-6,FEEL
11,People_119_h,People_119_h.jpg,People,3.0,2-3,TONE
12,Landscapes_100_h,Landscapes_100_h.jpg,Landscapes,6.88,6-7,TONE
13,Landscapes_027_v,Landscapes_027_v.jpg,Landscapes,4.43,4-5,TONE
14,Landscapes_140_v,Landscapes_140_v.jpg,Landscapes,7.89,7-8,TONE
15,People_236_v,People_236_v.jpg,People,4.38,4-5,FEEL
16,People_160_h,People_160_h.jpg,People,7.4,7-8,TONE
17,People_127_h,People_127_h.jpg,People,2.15,2-3,TONE
18,Objects_192_h,Objects_192_h.jpg,Objects,7.18,7-8,TONE
19,Faces_351_h,Faces_351_h.jpg,Faces,7.56,7-8,FEEL
20,People_237_h,People_237_h.jpg,People,1.6,1-2,TONE
21,Faces_113_h,Faces_113_h.jpg,Faces,6.9,6-7,FEEL
22,Faces_296_h,Faces_296_h.jpg,Faces,3.64,3-4,TONE
23,Objects_328_h,Objects_328_h.jpg,Objects,3.78,3-4,FEEL
24,Faces_021_h,Faces_021_h.jpg,Faces,3.76,3-4,FEEL
25,People_021_h,People_021_h.jpg,People,2.7,2-3,FEEL
26,Faces_070_v,Faces_070_v.jpg,Faces,5.35,5-6,FEEL
27,Animals_106_h,Animals_106_h.jpg,Animals,6.69,6-7,FEEL
28,People_147_h,People_147_h.jpg,People,3.13,3-4,TONE
29,Objects_162_h,Objects_162_h.jpg,Objects,5.44,5-6,FEEL
30,People_185_h,People_185_h.jpg,People,7.63,7-8,TONE
31,People_030_h,People_030_h.jpg,People,7.38,7-8,TONE
32,People_204_v,People_204_v.jpg,People,2.4,2-3,TONE
33,People_225_h,People_225_h.jpg,People,2.5,2-3,TONE
34,Objects_118_v,Objects_118_v.jpg,Objects,4.2,4-5,FEEL
35,Landscapes_006_h,Landscapes_006_h.jpg,Landscapes,3.92,3-4,FEEL
36,Animals_114_h,Animals_114_h.jpg,Animals,6.84,6-7,TONE
37,Landscapes_047_v,Landscapes_047_v.jpg,Landscapes,6.49,6-7,TONE
38,People_194_h,People_194_h.jpg,People,6.63,6-7,TONE
39,People_239_h,People_239_h.jpg,People,2.4,2-3,TONE
40,Animals_091_h,Animals_091_h.jpg,Animals,6.56,6-7,FEEL
41,Objects_037_h,Objects_037_h.jpg,Objects,7.23,7-8,FEEL
42,Faces_014_h,Faces_014_h.jpg,Faces,3.95,3-4,FEEL
43,Animals_007_h,Animals_007_h.jpg,Animals,4.76,4-5,TONE
44,People_249_h,People_249_h.jpg,People,5.64,5-6,FEEL
45,People_025_v,People_025_v.jpg,People,3.43,3-4,TONE
46,Landscapes_091_h,Landscapes_091_h.jpg,Landscapes,5.16,5-6,TONE
47,Landscapes_128_h,Landscapes_128_h.jpg,Landscapes,7.42,7-8,TONE
48,Faces_260_h,Faces_260_h.jpg,Faces,7.14,7-8,FEEL
49,Objects_040_v,Objects_040_v.jpg,Objects,6.98,6-7,TONE
50,Faces_318_v,Faces_318_v.jpg,Faces,6.06,6-7,FEEL
51,People_125_h,People_125_h.jpg,People,2.69,2-3,TONE
52,Faces_298_h,Faces_298_h.jpg,Faces,3.41,3-4,FEEL
53,Objects_233_h,Objects_233_h.jpg,Objects,3.57,3-4,TONE
54,Objects_030_v,Objects_030_v.jpg,Objects,6.87,6-7,TONE
55,Objects_128_h,Objects_128_h.jpg,Objects,4.04,4-5,TONE
56,Faces_156_h,Faces_156_h.jpg,Faces,4.61,4-5,TONE
57,Animals_081_h,Animals_081_h.jpg,Animals,4.87,4-5,FEEL
58,People_219_h,People_219_h.jpg,People,3.54,3-4,TONE
59,Faces_198_h,Faces_198_h.jpg,Faces,4.72,4-5,FEEL
60,Objects_084_v,Objects_084_v.jpg,Objects,7.81,7-8,TONE
61,People_017_h,People_017_h.jpg,People,2.96,2-3,FEEL
62,Animals_076_v,Animals_076_v.jpg,Animals,3.68,3-4,TONE
63,People_038_h,People_038_h.jpg,People,1.73,1-2,TONE
64,People_001_h,People_001_h.jpg,People,2.69,2-3,FEEL
65,People_106_v,People_106_v.jpg,People,6.76,6-7,FEEL
66,Animals_182_h,Animals_182_h.jpg,Animals,7.09,7-8,FEEL
67,Faces_050_h,Faces_050_h.jpg,Faces,7.65,7-8,TONE
68,Objects_315_h,Objects_315_h.jpg,Objects,6.23,6-7,TONE
69,Landscapes_170_h,Landscapes_170_h.jpg,Landscapes,4.84,4-5,TONE
70,People_065_h,People_065_h.jpg,People,4.77,4-5,FEEL
71,Landscapes_060_h,Landscapes_060_h.jpg,Landscapes,5.21,5-6,TONE
72,Faces_196_h,Faces_196_h.jpg,Faces,5.75,5-6,TONE
73,Objects_178_v,Objects_178_v.jpg,Objects,5.7,5-6,FEEL
74,People_019_v,People_019_v.jpg,People,2.8,2-3,FEEL
75,People_118_h,People_118_h.jpg,People,2.48,2-3,FEEL
76,Landscapes_145_h,Landscapes_145_h.jpg,Landscapes,6.56,6-7,TONE
77,People_046_h,People_046_h.jpg,People,6.94,6-7,FEEL
78,Faces_167_v,Faces_167_v.jpg,Faces,4.84,4-5,TONE
79,Faces_233_v,Faces_233_v.jpg,Faces,5.74,5-6,TONE
80,Faces_362_v,Faces_362_v.jpg,Faces,2.53,2-3,FEEL
81,People_229_h,People_229_h.jpg,People,3.9,3-4,TONE
82,Faces_188_h,Faces_188_h.jpg,Faces,6.04,6-7,TONE
83,Landscapes_141_h,Landscapes_141_h.jpg,Landscapes,8.04,8-9,TONE
84,Animals_041_h,Animals_041_h.jpg,Animals,3.52,3-4,TONE
85,Objects_105_h,Objects_105_h.jpg,Objects,4.44,4-5,TONE
86,Animals_066_h,Animals_066_h.jpg,Animals,4.36,4-5,FEEL
87,Animals_204_h,Animals_204_h.jpg,Animals,6.41,6-7,FEEL
88,People_132_h,People_132_h.jpg,People,4.62,4-5,FEEL
89,Objects_230_h,Objects_230_h.jpg,Objects,5.32,5-6,TONE
90,Objects_014_h,Objects_014_h.jpg,Objects,5.12,5-6,FEEL
91,Landscapes_113_h,Landscapes_113_h.jpg,Landscapes,7.67,7-8,TONE
92,Objects_091_h,Objects_091_h.jpg,Objects,6.28,6-7,FEEL
93,Animals_201_h,Animals_201_h.jpg,Animals,7.92,7-8,FEEL
94,Faces_225_v,Faces_225_v.jpg,Faces,5.51,5-6,TONE
95,Objects_023_v,Objects_023_v.jpg,Objects,3.72,3-4,FEEL
96,Faces_160_v,Faces_160_v.jpg,Faces,4.45,4-5,FEEL
97,Animals_084_h,Animals_084_h.jpg,Animals,3.83,3-4,TONE
98,Animals_216_v,Animals_216_v.jpg,Animals,5.26,5-6,TONE
99,Animals_046_h,Animals_046_h.jpg,Animals,5.65,5-6,FEEL
100,Animals_148_h,Animals_148_h.jpg,Animals,5.35,5-6,FEEL
101,People_111_h,People_111_h.jpg,People,7.18,7-8,FEEL
102,Faces_361_v,Faces_361_v.jpg,Faces,7.09,7-8,FEEL
103,Landscapes_110_v,Landscapes_110_v.jpg,Landscapes,7.04,7-8,FEEL
104,Animals_043_h,Animals_043_h.jpg,Animals,5.3,5-6,TONE
105,People_039_v,People_039_v.jpg,People,2.76,2-3,TONE
106,Landscapes_005_h,Landscapes_005_h.jpg,Landscapes,3.13,3-4,FEEL
107,Landscapes_036_h,Landscapes_036_h.jpg,Landscapes,5.2,5-6,TONE
108,Landscapes_043_h,Landscapes_043_h.jpg,Landscapes,4.8,4-5,TONE
109,People_200_h,People_200_h.jpg,People,2.27,2-3,TONE
110,Objects_057_h,Objects_057_h.jpg,Objects,4.94,4-5,TONE
111,People_216_h,People_216_h.jpg,People,2.7,2-3,FEEL
112,Faces_147_v,Faces_147_v.jpg,Faces,2.84,2-3,TONE
