ID,Category,ValenceM,ValenceSD,ArousalM,ArousalSD
Animals_002_v.jpg,Animals,3.2,1.32,3.55,1.47
Animals_003_h.jpg,Animals,2.45,1.28,3.45,1.28
Animals_004_v.jpg,Animals,2.97,1.75,3.53,1.66
Animals_005_h.jpg,Animals,1.85,1.18,2.5,1.73
Animals_006_v.jpg,Animals,2.4,1.47,3.2,1.28
Animals_007_h.jpg,Animals,3.5,1.4,3.2,1.15
Animals_009_v.jpg,Animals,3.48,1.38,3.48,0.9
Animals_011_h.jpg,Animals,3,1.68,3.61,1.23
Animals_012_h.jpg,Animals,2,1.44,3.55,1.7
Animals_014_h.jpg,Animals,2.95,1.61,2.75,1.62
Animals_015_h.jpg,Animals,2.84,1.61,3.16,1.61
Animals_020_h.jpg,Animals,2.9,1.25,3.05,1.32
Animals_021_h.jpg,Animals,3,1.56,3,1.53
Animals_022_h.jpg,Animals,3.11,1.56,3.26,1.33
Animals_023_h.jpg,Animals,2.05,1.36,3.14,1.49
Animals_026_h.jpg,Animals,2.13,1.25,3.27,1.64
Animals_028_h.jpg,Animals,2.75,1.45,2.85,1.5
Animals_030_h.jpg,Animals,2.85,1.5,2.9,1.37
Animals_031_h.jpg,Animals,2.7,0.7,2.5,1.38
Animals_034_h.jpg,Animals,2.7,1.38,2.95,1.43
Animals_035_h.jpg,Animals,3,1.35,2.61,1.59
Animals_036_h.jpg,Animals,3.5,1.76,3.25,1.65
Animals_037_h.jpg,Animals,2.14,1.56,2.48,1.63
Animals_040_v.jpg,Animals,2.07,1.14,3.1,1.65
Animals_041_h.jpg,Animals,1.3,0.66,3,1.84
Animals_042_h.jpg,Animals,1.95,1.1,2.3,1.08
Animals_043_h.jpg,Animals,2.53,1.38,3.63,1.45
Animals_044_h.jpg,Animals,1.78,0.9,2.45,1.6
Animals_046_h.jpg,Animals,3.22,1.48,3,1.57
Animals_050_h.jpg,Animals,3.1,1.34,2.81,1.54
Animals_051_h.jpg,Animals,2.5,1.61,2.8,1.54
Animals_052_v.jpg,Animals,2.2,1.54,3.05,1.73
Animals_053_h.jpg,Animals,4,1.57,3.3,1.49
Animals_055_h.jpg,Animals,4.1,1.37,4,1.34
Animals_058_h.jpg,Animals,2.67,1.77,3.19,1.78
Animals_059_h.jpg,Animals,2.76,1.51,2.95,1.63
Animals_061_h.jpg,Animals,3.2,1.2,2.75,1.62
Animals_065_h.jpg,Animals,2.05,1.47,2.95,1.67
Animals_066_h.jpg,Animals,4.05,1.43,2.47,1.22
Animals_069_h.jpg,Animals,1.67,1.15,3.97,1.63
Animals_070_h.jpg,Animals,2.74,1.66,2.91,1.57
Animals_072_h.jpg,Animals,2.86,1.68,2.71,1.68
Animals_076_v.jpg,Animals,3.55,1,2.5,1.36
Animals_079_h.jpg,Animals,3.45,1.61,3.45,1.57
Animals_080_h.jpg,Animals,4.19,1.4,3,1.55
Animals_081_h.jpg,Animals,2.45,0.94,2.45,1.19
Animals_082_h.jpg,Animals,2.86,1.35,1.9,1.37
Animals_083_h.jpg,Animals,4.07,1.08,2.77,1.38
Animals_084_h.jpg,Animals,2.8,1.44,2.15,1.5
Animals_085_h.jpg,Animals,3.91,1.24,3.22,1.54
Animals_086_v.jpg,Animals,4.43,1.12,2.57,1.8
Animals_087_h.jpg,Animals,2.86,1.55,2.74,1.54
Animals_088_h.jpg,Animals,4.15,1.04,2.4,1.39
Animals_089_v.jpg,Animals,3.6,1.1,2.25,1.52
Animals_090_h.jpg,Animals,4.55,0.89,3.55,1.43
Animals_091_h.jpg,Animals,4.15,1.18,2.35,1.42
Animals_092_h.jpg,Animals,4.86,0.48,2.95,1.69
Animals_093_h.jpg,Animals,4.53,0.94,2.4,1.5
Animals_094_h.jpg,Animals,2.85,1.31,3.1,1.59
Animals_095_h.jpg,Animals,4.5,1.04,2.33,1.49
Animals_096_h.jpg,Animals,4.45,1.06,3.04,1.4
Animals_097_h.jpg,Animals,4.03,1.07,2.45,1.55
Animals_098_h.jpg,Animals,4.35,0.99,3.6,1.35
Animals_099_h.jpg,Animals,4.15,1.04,3,1.41
Animals_100_h.jpg,Animals,4.7,0.92,2.57,1.52
Animals_101_v.jpg,Animals,4.9,0.4,2.97,1.66
Animals_102_h.jpg,Animals,4.38,1.24,3.33,1.56
Animals_103_h.jpg,Animals,4.22,1.13,3.26,1.63
Animals_104_h.jpg,Animals,4.15,1.14,2.85,1.66
Animals_105_h.jpg,Animals,3.65,1.09,3,1.34
Animals_106_h.jpg,Animals,3.61,1.7,2.87,1.63
Animals_107_h.jpg,Animals,2.67,1.03,2.41,1.48
Animals_108_h.jpg,Animals,3.9,1.22,2.76,1.55
Animals_109_h.jpg,Animals,4.53,0.94,2.53,1.46
Animals_110_h.jpg,Animals,3.79,1.27,3,1.2
Animals_111_h.jpg,Animals,2.5,1.4,2.55,1.36
Animals_112_v.jpg,Animals,2.63,1.61,2.26,1.24
Animals_113_h.jpg,Animals,4.55,0.76,3,1.56
Animals_114_h.jpg,Animals,4.95,0.22,4.25,1.29
Animals_115_h.jpg,Animals,4.7,0.66,4,1.49
Animals_116_h.jpg,Animals,4.45,1.09,2.59,1.55
Animals_117_h.jpg,Animals,4.21,1.15,3.68,1.49
Animals_118_h.jpg,Animals,4.61,0.78,3.26,1.42
Animals_119_h.jpg,Animals,3.6,1.35,3.13,1.5
Animals_120_h.jpg,Animals,4.77,0.57,3.1,1.75
Animals_121_h.jpg,Animals,3.9,1.26,2.67,1.28
Animals_122_h.jpg,Animals,3.6,1.14,2.85,1.31
Animals_123_h.jpg,Animals,4.3,1.08,2.3,1.42
Animals_124_v.jpg,Animals,3.6,1.27,3.3,1.17
Animals_125_h.jpg,Animals,4.2,1.2,3.4,1.31
Animals_126_h.jpg,Animals,3.9,1.09,3.07,1.51
Animals_127_h.jpg,Animals,2.53,1.35,2.47,1.39
Animals_128_h.jpg,Animals,4.05,1.15,2.95,1.64
Animals_129_h.jpg,Animals,4.05,1.51,3.68,1.06
Animals_130_h.jpg,Animals,3.57,1.63,2.52,1.66
Animals_131_h.jpg,Animals,4.61,0.78,3.78,1.54
Animals_132_h.jpg,Animals,4,0.97,2.7,1.38
Animals_133_h.jpg,Animals,4.7,0.92,2.85,1.63
Animals_134_h.jpg,Animals,5,0,3.95,1.15
Animals_135_v.jpg,Animals,2.47,1.17,2.67,1.49
Animals_136_h.jpg,Animals,4.71,0.96,2.62,1.8
Animals_137_h.jpg,Animals,4.53,0.9,2.68,1.16
Animals_138_h.jpg,Animals,2.83,1.59,2.61,1.44
Animals_139_h.jpg,Animals,3.13,1.43,2.63,1.54
Animals_140_h.jpg,Animals,4.67,0.96,2.93,1.39
Animals_141_h.jpg,Animals,2.67,1.58,3.07,1.78
Animals_142_h.jpg,Animals,2.65,1.53,2.85,1.5
Animals_143_h.jpg,Animals,2.9,1.41,2.55,1.54
Animals_144_h.jpg,Animals,3.91,1.31,3.04,1.61
Animals_145_h.jpg,Animals,2.84,1.74,3.53,1.68
Animals_146_h.jpg,Animals,3.9,1.29,3.3,1.38
Animals_147_v.jpg,Animals,4,1.56,3.2,1.54
Animals_148_h.jpg,Animals,4.33,1.12,3.52,1.38
Animals_149_v.jpg,Animals,4.53,0.9,2.63,1.16
Animals_151_v.jpg,Animals,2.09,1.47,2.39,1.5
Animals_152_h.jpg,Animals,4.19,1.25,2.19,1.33
Animals_153_v.jpg,Animals,4.35,1.14,3.6,1.31
Animals_154_h.jpg,Animals,2.55,1.23,2.6,1.23
Animals_155_v.jpg,Animals,4.7,0.82,3.43,1.47
Animals_156_h.jpg,Animals,4.89,0.32,3.63,1.16
Animals_157_h.jpg,Animals,4.6,1.23,4.55,0.94
Animals_158_h.jpg,Animals,4.87,0.46,3.35,1.61
Animals_159_h.jpg,Animals,4.89,0.46,3.47,1.26
Animals_160_h.jpg,Animals,4.9,0.31,4.15,1.31
Animals_161_h.jpg,Animals,4.8,0.52,2.85,1.69
Animals_162_h.jpg,Animals,3.47,1.54,2.58,1.54
Animals_163_h.jpg,Animals,3.7,1.49,3.17,1.4
Animals_164_h.jpg,Animals,4.57,1.08,3.22,1.48
Animals_165_h.jpg,Animals,3.96,1.33,3,1.57
Animals_166_v.jpg,Animals,4.87,0.43,2.97,1.83
Animals_167_h.jpg,Animals,4.1,1.16,2.57,1.25
Animals_168_h.jpg,Animals,4.32,1.16,2.84,1.17
Animals_169_h.jpg,Animals,4.57,0.79,3.17,1.61
Animals_170_h.jpg,Animals,4.78,0.6,3.35,1.61
Animals_171_h.jpg,Animals,3.05,1.39,2.05,1.15
Animals_172_h.jpg,Animals,4.85,0.49,3.05,1.79
Animals_173_h.jpg,Animals,4.78,0.52,3.52,1.34
Animals_174_h.jpg,Animals,3.85,1.42,2.85,1.53
Animals_175_h.jpg,Animals,4.85,0.49,4,1.3
Animals_176_h.jpg,Animals,3.96,1.61,3.13,1.58
Animals_177_h.jpg,Animals,4.57,0.9,3,1.74
Animals_178_v.jpg,Animals,4.53,1.07,2.89,1.52
Animals_179_h.jpg,Animals,4.7,0.66,2.75,1.59
Animals_180_h.jpg,Animals,4.85,0.37,3.95,1.36
Animals_181_h.jpg,Animals,4,1.3,2.33,1.53
Animals_182_h.jpg,Animals,3.95,1.4,1.95,1.43
Animals_183_h.jpg,Animals,4.7,0.57,4.25,1.16
Animals_184_h.jpg,Animals,3.68,1.45,2.68,1.2
Animals_185_h.jpg,Animals,3.5,1.36,2.45,1.47
Animals_186_h.jpg,Animals,4.68,1,3.21,1.18
Animals_187_h.jpg,Animals,4.95,0.22,3.3,1.72
Animals_188_h.jpg,Animals,3.26,1.73,2.84,1.34
Animals_189_v.jpg,Animals,4.17,1.21,3,1.23
Animals_190_h.jpg,Animals,4.21,1.51,3.05,1.31
Animals_191_h.jpg,Animals,4.71,0.96,2.67,1.8
Animals_192_h.jpg,Animals,4.75,0.64,3.85,1.57
Animals_193_h.jpg,Animals,4.17,1.29,2.77,1.41
Animals_194_h.jpg,Animals,4.67,0.76,2.83,1.51
Animals_195_h.jpg,Animals,3.78,1.35,3.26,1.05
Animals_196_h.jpg,Animals,4.15,1.31,3.2,1.58
Animals_197_h.jpg,Animals,4.22,1.28,3.17,1.56
Animals_198_h.jpg,Animals,4.17,1.23,3.43,1.41
Animals_199_h.jpg,Animals,3.8,1.1,2.83,1.34
Animals_200_v.jpg,Animals,3,1.56,3.1,1.48
Animals_201_h.jpg,Animals,4.22,1.13,3.17,1.59
Animals_202_h.jpg,Animals,4.81,0.87,2.95,1.69
Animals_203_h.jpg,Animals,4.57,1.03,3.38,1.72
Animals_205_h.jpg,Animals,4.39,1.08,3.39,1.53
Animals_206_h.jpg,Animals,4.37,1.21,2.21,0.92
Animals_208_h.jpg,Animals,4.65,0.99,3.3,1.45
Animals_209_h.jpg,Animals,4.2,1.15,2.68,1.45
Animals_210_v.jpg,Animals,4.95,0.22,3.9,1.45
Animals_211_h.jpg,Animals,3.15,1.53,2.85,1.42
Animals_212_v.jpg,Animals,4.23,1.04,2.87,1.48
Animals_213_h.jpg,Animals,4.39,1.2,3.06,1.39
Animals_214_h.jpg,Animals,3.85,1.46,2.45,1.36
Animals_215_v.jpg,Animals,4.15,1.31,3.05,1.5
Animals_216_v.jpg,Animals,1.79,1.4,3.05,1.75
Animals_217_h.jpg,Animals,2.89,1.49,1.95,1.27
Animals_218_h.jpg,Animals,3.3,1.51,3.33,1.73
Animals_219_h.jpg,Animals,3.26,1.32,2.52,1.53
Animals_220_h.jpg,Animals,3.38,1.47,2.14,1.46
Animals_221_h.jpg,Animals,2.3,1.45,2.4,1.19
Faces_001_h.jpg,Faces,4.73,0.69,2.7,1.6
Faces_002_v.jpg,Faces,3.96,1.19,2.78,1.44
Faces_004_h.jpg,Faces,4.6,0.88,2.75,1.59
Faces_005_h.jpg,Faces,3.26,1.66,2.53,1.39
Faces_006_h.jpg,Faces,2.14,1.24,2.05,1.2
Faces_008_h.jpg,Faces,3.11,1.66,2.95,1.31
Faces_011_h.jpg,Faces,1.37,0.76,2.58,1.8
Faces_012_v.jpg,Faces,1.81,1.25,1.86,1.2
Faces_014_h.jpg,Faces,2.33,1.39,2.19,1.54
Faces_015_h.jpg,Faces,2.35,1.5,2.3,1.45
Faces_017_h.jpg,Faces,1.43,1.01,2.9,1.77
Faces_020_h.jpg,Faces,3.9,1.33,2.75,1.41
Faces_021_h.jpg,Faces,2.55,1.5,2.3,1.38
Faces_022_h.jpg,Faces,2.15,1.35,2.3,1.49
Faces_023_h.jpg,Faces,2.3,1.3,2.3,1.3
Faces_024_h.jpg,Faces,2.2,1.24,2.15,1.39
Faces_026_h.jpg,Faces,2.47,1.61,2.83,1.58
Faces_030_h.jpg,Faces,3,1.64,2.38,1.75
Faces_035_h.jpg,Faces,2.43,1.6,2.19,1.54
Faces_036_h.jpg,Faces,2.65,1.46,2,1.21
Faces_037_h.jpg,Faces,2.57,1.53,2.09,1.41
Faces_039_h.jpg,Faces,3.05,1.5,2.65,1.53
Faces_040_h.jpg,Faces,3.25,1.45,2.65,1.42
Faces_041_h.jpg,Faces,1.6,1.27,2.35,1.69
Faces_042_h.jpg,Faces,3.47,1.58,2.37,1.54
Faces_043_v.jpg,Faces,3.05,1.35,2.79,1.4
Faces_044_h.jpg,Faces,3.16,1.38,1.84,1.17
Faces_045_h.jpg,Faces,2.83,1.3,1.65,1.11
Faces_046_h.jpg,Faces,2.52,1.16,1.87,1.06
Faces_047_h.jpg,Faces,3.95,1.19,2.3,1.45
Faces_048_h.jpg,Faces,4,1.08,2.35,1.39
Faces_049_h.jpg,Faces,2.53,1.25,2.17,1.49
Faces_050_h.jpg,Faces,3.35,1.3,2.78,1.54
Faces_051_h.jpg,Faces,4,1.3,2.3,1.49
Faces_053_h.jpg,Faces,2.61,0.99,1.57,0.9
Faces_054_v.jpg,Faces,2.4,1.35,1.8,0.89
Faces_055_h.jpg,Faces,2.5,1.33,2.6,1.52
Faces_056_h.jpg,Faces,3.1,1.37,2.15,1.35
Faces_057_h.jpg,Faces,2.7,1.47,2.4,1.52
Faces_058_h.jpg,Faces,2.09,1.04,1.74,1.14
Faces_059_h.jpg,Faces,2.26,1.18,1.74,1.32
Faces_060_h.jpg,Faces,3.55,1,2.25,1.41
Faces_061_h.jpg,Faces,4.73,0.74,2.7,1.78
Faces_062_v.jpg,Faces,3.24,1.09,2.24,1.55
Faces_063_v.jpg,Faces,3.6,1.4,2.53,1.43
Faces_064_h.jpg,Faces,3.65,1.23,2.05,1.39
Faces_065_h.jpg,Faces,3.3,1.49,1.75,0.97
Faces_066_h.jpg,Faces,4.53,1.07,2.74,1.1
Faces_067_h.jpg,Faces,3.07,1.72,2.1,1.37
Faces_068_h.jpg,Faces,3.45,1.28,2.3,1.26
Faces_069_h.jpg,Faces,3.48,1.17,2.2,1.24
Faces_070_v.jpg,Faces,3.14,1.35,2.43,1.4
Faces_071_v.jpg,Faces,2,1.21,1.95,1.15
Faces_072_h.jpg,Faces,2.95,1.5,1.71,1.01
Faces_073_v.jpg,Faces,3.52,1.5,2.96,1.33
Faces_074_h.jpg,Faces,2.79,1.44,1.58,0.9
Faces_075_v.jpg,Faces,3.8,1.15,1.95,1.19
Faces_076_h.jpg,Faces,2.48,1.27,1.96,1.19
Faces_077_v.jpg,Faces,3.4,1,2.47,1.25
Faces_078_h.jpg,Faces,2.26,1.05,1.7,1.15
Faces_079_h.jpg,Faces,4.17,1.21,2.63,1.67
Faces_080_h.jpg,Faces,3.05,1.47,2.21,1.36
Faces_081_v.jpg,Faces,3,1.45,2,1.45
Faces_082_v.jpg,Faces,3.53,1.71,2.26,1.33
Faces_083_h.jpg,Faces,2.17,1.23,2.27,1.48
Faces_084_v.jpg,Faces,4.35,1.14,2.35,1.31
Faces_085_h.jpg,Faces,3.6,1.82,3.1,1.74
Faces_086_v.jpg,Faces,4.55,1,3.5,1.36
Faces_087_h.jpg,Faces,3.1,1.22,2.05,1.32
Faces_088_v.jpg,Faces,2.57,1.74,2.83,1.68
Faces_089_h.jpg,Faces,4.81,0.51,2.38,1.5
Faces_090_v.jpg,Faces,2.6,1.48,2.13,1.38
Faces_091_v.jpg,Faces,3.58,1.43,2.79,1.4
Faces_092_h.jpg,Faces,3.55,1.36,2.3,1.38
Faces_093_v.jpg,Faces,2.87,1.32,1.83,1.3
Faces_094_h.jpg,Faces,3.95,1.28,2.76,1.7
Faces_095_h.jpg,Faces,3,1.45,2.5,1.43
Faces_096_h.jpg,Faces,2.3,1.18,1.7,1.22
Faces_097_v.jpg,Faces,2.04,1.11,1.61,1.23
Faces_098_h.jpg,Faces,3.71,1.19,2.1,1.48
Faces_099_h.jpg,Faces,2.93,1.28,2.2,1.27
Faces_100_h.jpg,Faces,2.5,1.47,2.15,1.46
Faces_101_h.jpg,Faces,2.61,1.37,1.65,1.19
Faces_102_h.jpg,Faces,3.25,1.16,2,1.21
Faces_103_h.jpg,Faces,3.52,1.36,1.95,1.24
Faces_105_h.jpg,Faces,3.4,1.35,2.4,1.33
Faces_106_h.jpg,Faces,4.05,1.15,2.55,1.28
Faces_107_h.jpg,Faces,3.79,1.32,2.26,1.24
Faces_108_h.jpg,Faces,4.29,1.06,2.33,1.49
Faces_109_v.jpg,Faces,4.32,1.34,2.68,1.34
Faces_110_h.jpg,Faces,3.7,1.17,1.55,0.89
Faces_111_h.jpg,Faces,3.3,1.34,2.45,1.39
Faces_112_h.jpg,Faces,3.71,1.15,2.05,1.07
Faces_113_h.jpg,Faces,3.42,1.43,2.11,0.94
Faces_114_h.jpg,Faces,4.1,1.4,2.83,1.68
Faces_115_h.jpg,Faces,2.43,1.31,1.78,1
Faces_116_h.jpg,Faces,2.68,1.45,2.42,1.35
Faces_117_h.jpg,Faces,2.45,1.35,2,1.22
Faces_118_h.jpg,Faces,3.05,1.54,2.32,1.45
Faces_119_v.jpg,Faces,2.5,1.57,2.57,1.55
Faces_120_h.jpg,Faces,2.74,1.28,1.74,0.93
Faces_121_h.jpg,Faces,4.1,1.29,2.7,1.49
Faces_122_h.jpg,Faces,3.4,1.6,2.75,1.41
Faces_123_h.jpg,Faces,3.52,1.12,2.24,1.09
Faces_124_h.jpg,Faces,3.52,1.5,1.71,1.27
Faces_125_h.jpg,Faces,3.45,1.39,2.35,1.31
Faces_126_h.jpg,Faces,3.8,1.06,2.6,1.47
Faces_127_h.jpg,Faces,3.55,1.23,2.35,1.14
Faces_128_h.jpg,Faces,2.11,1.05,1.89,1.49
Faces_129_h.jpg,Faces,2.09,1.31,1.96,1.58
Faces_130_h.jpg,Faces,4.16,1.34,2.37,1.21
Faces_131_v.jpg,Faces,3.15,1.46,2.1,1.21
Faces_132_h.jpg,Faces,3.9,1.48,3.2,1.58
Faces_133_h.jpg,Faces,2.83,1.34,1.61,1.03
Faces_134_h.jpg,Faces,4.29,1.01,2.62,1.66
Faces_135_h.jpg,Faces,3.2,1.32,2.45,1.54
Faces_136_v.jpg,Faces,3.57,1.43,1.95,1.24
Faces_137_h.jpg,Faces,4.35,0.93,2.95,1.32
Faces_138_h.jpg,Faces,2.23,1.45,2.53,1.57
Faces_139_v.jpg,Faces,3.48,1.33,1.81,1.12
Faces_140_h.jpg,Faces,3.85,1.53,2.7,1.42
Faces_142_h.jpg,Faces,2.35,0.93,1.65,0.88
Faces_144_h.jpg,Faces,2.05,1.32,2.05,1.5
Faces_146_h.jpg,Faces,2.15,0.93,1.85,1.27
Faces_148_h.jpg,Faces,1.61,0.99,2.43,1.7
Faces_150_h.jpg,Faces,1.48,0.81,2.33,1.65
Faces_152_h.jpg,Faces,1.95,1.29,2.05,1.43
Faces_154_h.jpg,Faces,2.15,1.31,1.85,1.31
Faces_155_h.jpg,Faces,2.3,1.18,2,1.35
Faces_156_h.jpg,Faces,2.25,1.07,2.5,1.57
Faces_157_h.jpg,Faces,2.4,0.88,1.9,1.07
Faces_158_h.jpg,Faces,2.09,1.31,2,1.6
Faces_161_h.jpg,Faces,1.86,1.11,2.19,1.29
Faces_162_h.jpg,Faces,2.9,1.25,1.85,0.99
Faces_163_h.jpg,Faces,3,1.33,2,1.37
Faces_164_h.jpg,Faces,2.17,1.03,1.7,1.22
Faces_165_v.jpg,Faces,2.48,1.36,1.81,1.08
Faces_166_h.jpg,Faces,2.17,1.37,2.57,1.77
Faces_167_v.jpg,Faces,2.18,1.14,1.68,1.36
Faces_168_h.jpg,Faces,1.86,0.94,1.95,1.36
Faces_169_v.jpg,Faces,2.07,1.28,2.6,1.54
Faces_171_v.jpg,Faces,1.9,1.29,1.95,1.32
Faces_172_h.jpg,Faces,1.63,1.12,2.26,1.63
Faces_173_v.jpg,Faces,1.67,1.06,2.87,1.57
Faces_175_v.jpg,Faces,2,1.26,2.25,1.02
Faces_176_h.jpg,Faces,1.6,1.16,3.1,1.71
Faces_177_v.jpg,Faces,3,1.6,3.16,1.68
Faces_178_h.jpg,Faces,3.65,1.35,2.3,1.13
Faces_179_v.jpg,Faces,2.95,1.28,1.67,1.06
Faces_180_h.jpg,Faces,2.47,1.31,1.58,1.07
Faces_181_v.jpg,Faces,2.77,1.36,2.6,1.33
Faces_182_h.jpg,Faces,2.67,1.49,2.43,1.52
Faces_183_v.jpg,Faces,2.8,1.2,1.9,0.91
Faces_184_h.jpg,Faces,3.52,1.5,1.81,1.29
Faces_185_v.jpg,Faces,2.95,1.5,1.52,1.03
Faces_186_h.jpg,Faces,3.05,1,2.05,1.19
Faces_187_v.jpg,Faces,2.53,1.31,2.05,1.47
Faces_188_h.jpg,Faces,3.1,1.33,1.85,1.09
Faces_189_v.jpg,Faces,2.1,1.45,2.2,1.54
Faces_190_h.jpg,Faces,2.26,1.45,1.96,1.43
Faces_191_v.jpg,Faces,2.84,1.12,1.79,1.36
Faces_192_h.jpg,Faces,2.43,1.34,1.43,0.9
Faces_193_v.jpg,Faces,2.97,1.3,1.97,1.33
Faces_194_h.jpg,Faces,2.7,1.08,1.85,1.23
Faces_195_v.jpg,Faces,2,1.12,1.75,1.07
Faces_196_h.jpg,Faces,2.3,1.36,1.61,1.37
Faces_197_v.jpg,Faces,2.26,1.39,1.61,0.89
Faces_198_h.jpg,Faces,2.4,1.14,1.9,0.97
Faces_199_v.jpg,Faces,2.11,0.94,1.58,0.84
Faces_200_h.jpg,Faces,3.1,1.3,1.81,1.17
Faces_201_v.jpg,Faces,2.15,1.18,1.8,1.24
Faces_202_v.jpg,Faces,2.9,1.12,2.05,1.23
Faces_203_h.jpg,Faces,3.45,1.19,2.2,1.11
Faces_204_v.jpg,Faces,2.21,1.18,1.68,1.29
Faces_205_h.jpg,Faces,2.48,1.34,1.91,1.12
Faces_206_v.jpg,Faces,2.75,1.07,1.9,1.17
Faces_207_h.jpg,Faces,2.32,1.38,1.95,1.54
Faces_208_h.jpg,Faces,3,1.3,2.05,1.23
Faces_209_h.jpg,Faces,2.57,1.43,2.05,1.36
Faces_210_h.jpg,Faces,2.6,1.38,2.63,1.52
Faces_211_h.jpg,Faces,2.6,1.38,2.2,1.3
Faces_212_h.jpg,Faces,2.75,0.97,1.45,0.76
Faces_213_v.jpg,Faces,2.79,1.18,1.84,1.17
Faces_214_h.jpg,Faces,2.15,1.23,1.75,1.16
Faces_215_v.jpg,Faces,2.19,1.29,1.76,1.22
Faces_216_h.jpg,Faces,2.53,1.43,1.58,1.26
Faces_217_v.jpg,Faces,2,1.38,1.52,1.16
Faces_218_h.jpg,Faces,2.37,1.16,1.75,1.12
Faces_219_v.jpg,Faces,2.8,1.42,2.17,1.51
Faces_220_h.jpg,Faces,2.2,1.3,2.4,1.38
Faces_221_v.jpg,Faces,3.03,1,2.4,1.4
Faces_222_h.jpg,Faces,2.09,1.47,1.43,0.95
Faces_223_v.jpg,Faces,2.47,1.22,2.17,1.26
Faces_224_h.jpg,Faces,2.87,1.36,2.57,1.25
Faces_225_v.jpg,Faces,2.1,1.37,2.77,1.81
Faces_226_h.jpg,Faces,3.15,1.23,1.85,0.88
Faces_227_v.jpg,Faces,3.2,1.15,2.35,1.18
Faces_228_h.jpg,Faces,2.77,1.36,2.63,1.35
Faces_229_v.jpg,Faces,3.1,1.14,1.76,0.94
Faces_230_h.jpg,Faces,2.09,1.5,2.05,1.46
Faces_231_v.jpg,Faces,3.4,1.43,1.8,0.95
Faces_232_h.jpg,Faces,3.86,1.42,1.95,1.4
Faces_233_v.jpg,Faces,3.05,1.47,2.05,1.43
Faces_234_h.jpg,Faces,2.53,1.48,2.6,1.5
Faces_235_v.jpg,Faces,2.13,1.1,1.7,1.22
Faces_236_h.jpg,Faces,2.09,1.31,1.61,1.23
Faces_237_v.jpg,Faces,1.96,1.3,1.26,0.75
Faces_238_h.jpg,Faces,2.43,1.34,1.48,0.9
Faces_239_v.jpg,Faces,3.05,1.15,1.9,1.12
Faces_240_h.jpg,Faces,3.5,1.61,3.05,1.57
Faces_241_v.jpg,Faces,2.55,1.54,2.3,1.72
Faces_242_h.jpg,Faces,3.29,1.35,1.48,0.81
Faces_243_v.jpg,Faces,3.33,1.43,1.81,1.33
Faces_244_h.jpg,Faces,2.15,1.31,1.8,1.32
Faces_245_v.jpg,Faces,2.16,1.34,1.58,1.17
Faces_246_v.jpg,Faces,3.19,1.25,1.86,1.2
Faces_247_h.jpg,Faces,2.86,1.46,1.57,0.87
Faces_248_v.jpg,Faces,4,1.22,1.71,1.19
Faces_249_v.jpg,Faces,2.9,1.37,2.37,1.45
Faces_250_h.jpg,Faces,2.95,1.47,1.67,1.15
Faces_251_v.jpg,Faces,1.7,0.92,1.8,1.11
Faces_252_h.jpg,Faces,2.39,1.34,1.78,1.28
Faces_253_v.jpg,Faces,3.24,1.48,2.1,1.37
Faces_254_h.jpg,Faces,3.05,1.35,1.74,1.28
Faces_255_v.jpg,Faces,1.9,1.27,2.8,1.67
Faces_256_h.jpg,Faces,3.48,1.69,2,1.52
Faces_257_v.jpg,Faces,2.9,1.02,1.55,0.76
Faces_258_h.jpg,Faces,3.14,1.39,2.1,1.37
Faces_259_v.jpg,Faces,2.42,1.17,1.61,1.09
Faces_260_h.jpg,Faces,3,1.3,1.8,1.01
Faces_261_v.jpg,Faces,2.58,1.3,2.05,1.43
Faces_262_h.jpg,Faces,3.45,1.39,2.25,1.21
Faces_263_v.jpg,Faces,3,1.31,2.53,1.46
Faces_267_v.jpg,Faces,3.58,1.17,1.68,1.16
Faces_276_h.jpg,Faces,2.3,1.4,1.7,1.06
Faces_277_h.jpg,Faces,3.35,1.76,3.3,1.69
Faces_278_h.jpg,Faces,2.32,0.95,1.58,1.07
Faces_279_h.jpg,Faces,1.74,0.93,1.84,1.21
Faces_281_h.jpg,Faces,2.67,1.46,2.05,1.5
Faces_282_h.jpg,Faces,4.37,1.12,3.16,1.5
Faces_283_h.jpg,Faces,2.25,1.65,3.25,1.8
Faces_285_h.jpg,Faces,1.87,1.14,2.37,1.4
Faces_286_h.jpg,Faces,4.11,1.1,3.11,1.7
Faces_287_h.jpg,Faces,2.67,1.59,2.14,1.31
Faces_288_h.jpg,Faces,2.29,1.27,1.76,1.22
Faces_289_h.jpg,Faces,3.11,1.56,2.53,1.31
Faces_290_h.jpg,Faces,2,1.37,2.42,1.57
Faces_294_h.jpg,Faces,1.74,1.37,2.11,1.41
Faces_295_h.jpg,Faces,4.21,1.47,3.53,1.58
Faces_296_h.jpg,Faces,2.57,1.33,1.62,0.86
Faces_297_h.jpg,Faces,3.68,1.63,2.95,1.54
Faces_299_h.jpg,Faces,3.6,1.59,2.87,1.68
Faces_301_h.jpg,Faces,2.09,1.41,1.39,0.84
Faces_302_h.jpg,Faces,2.35,1.4,2.09,1.5
Faces_303_h.jpg,Faces,2.45,1.54,2.25,1.55
Faces_304_h.jpg,Faces,2.8,1.47,2.05,1
Faces_305_h.jpg,Faces,2.55,1.47,2.4,1.54
