ID,Category,ValenceM,ValenceSD,ArousalM,ArousalSD
People_131_h.jpg,People,3.3,1.49,3.4,1.43
People_132_h.jpg,People,3.4,1.39,2.9,1.62
People_133_h.jpg,People,2.64,1.33,2.09,1.41
People_134_h.jpg,People,2.68,1.73,1.45,0.96
People_135_h.jpg,People,1.68,1.06,2.64,1.73
People_136_h.jpg,People,1.95,1.57,2.3,1.72
People_137_h.jpg,People,2.64,1.29,1.64,1.14
People_138_h.jpg,People,3.15,1.84,2.45,1.61
People_139_h.jpg,People,3.3,1.34,2.9,1.52
People_141_h.jpg,People,2.21,1.51,2.11,1.56
People_142_h.jpg,People,1.8,1.32,2,1.45
People_143_h.jpg,People,1.2,0.52,2.15,1.5
People_144_h.jpg,People,1.65,1.18,2.05,1.39
People_145_h.jpg,People,1.85,0.81,1.85,0.99
People_146_h.jpg,People,2.5,1.07,2.25,1.43
People_148_h.jpg,People,3.09,1.41,1.95,1.43
People_149_h.jpg,People,2.59,1.4,2,1.31
People_150_h.jpg,People,2.47,1.31,1.47,0.77
People_151_h.jpg,People,3.8,1.11,2.45,1.36
People_152_h.jpg,People,3.63,1.5,2.68,1.16
People_153_h.jpg,People,4.18,1.1,2.55,1.6
People_154_h.jpg,People,3.55,1.76,2.5,1.76
People_156_h.jpg,People,1.63,0.9,1.58,1.3
People_157_h.jpg,People,4.23,1.34,1.91,1.57
People_158_h.jpg,People,3.65,1.69,2.75,1.65
People_159_h.jpg,People,2.45,1.05,2.1,1.25
People_160_h.jpg,People,4.41,1.01,2.82,1.68
People_161_h.jpg,People,4.11,1.49,3.21,1.62
People_162_h.jpg,People,2.95,1.51,1.84,1.34
People_163_v.jpg,People,2.8,1.67,2.55,1.73
People_164_h.jpg,People,2.5,1.41,1.59,1.18
People_165_v.jpg,People,2.9,1.68,2.05,1.28
People_166_h.jpg,People,3.18,1.33,1.86,1.21
People_167_h.jpg,People,3.45,1.88,2.35,1.69
People_168_h.jpg,People,3.64,1.5,2.55,1.57
People_169_h.jpg,People,3,1.63,2,1.05
People_170_v.jpg,People,2,1.49,2.26,1.66
People_171_v.jpg,People,3.61,1.31,2.07,1.39
People_172_v.jpg,People,3.86,1.32,2.76,1.76
People_173_h.jpg,People,3.68,1.39,2.05,1.29
People_174_v.jpg,People,3.18,1.37,1.91,1.41
People_175_h.jpg,People,3.75,1.12,3.3,1.49
People_176_h.jpg,People,3.59,1.42,2.76,1.44
People_177_h.jpg,People,4.18,0.9,2.78,1.37
People_178_h.jpg,People,3.82,1.38,2.59,1.18
People_179_h.jpg,People,4.05,1.5,2.9,1.74
People_180_h.jpg,People,3.91,1.44,2.68,1.52
People_182_h.jpg,People,3.8,1.15,3.2,1.51
People_183_h.jpg,People,3.65,1.41,3.41,1.28
People_184_h.jpg,People,2,1.12,2.43,1.6
People_185_h.jpg,People,4.14,1.13,2.41,1.56
People_186_h.jpg,People,4.14,1.27,2.18,1.47
People_187_h.jpg,People,4.18,1.18,2.41,1.44
People_188_h.jpg,People,4.6,1.23,3.6,1.6
People_189_h.jpg,People,4.5,0.8,2.82,1.56
People_190_h.jpg,People,4.82,0.5,2.95,1.86
People_191_h.jpg,People,3.7,1.63,2.8,1.77
People_192_h.jpg,People,3.71,1.36,2.59,1.42
People_193_h.jpg,People,4.55,0.74,3.14,1.64
People_194_h.jpg,People,2.86,1.42,1.91,1.38
People_195_h.jpg,People,3,1.66,2.29,1.45
People_196_h.jpg,People,4.23,1.07,2.86,1.52
People_210_h.jpg,People,2.09,1.41,2,1.72
People_219_h.jpg,People,2.36,1.59,1.91,1.44
People_239_h.jpg,People,1.41,1.06,2.06,1.71
People_244_v.jpg,People,2.27,1.58,2.41,1.74
People_248_h.jpg,People,4.15,0.88,3.2,1.24
People_249_h.jpg,People,3.68,1.55,2.32,1.67
People_250_h.jpg,People,3.5,1.5,2.35,1.69
 , ,,,,
