ID,Category,ValenceM,ArousalM,ValenceLevel,ArousalLevel
Landscapes_035_v.jpg,Landscapes,4.0,2.57,High,Medium
Landscapes_036_h.jpg,Landscapes,3.0,2.18,Medium,Low
Landscapes_037_v.jpg,Landscapes,3.13,2.5,Medium,Low
Landscapes_038_h.jpg,Landscapes,3.45,2.75,Medium,Medium
Landscapes_039_v.jpg,Landscapes,2.71,2.38,Medium,Low
Landscapes_040_h.jpg,Landscapes,2.85,1.9,Medium,Low
Landscapes_041_h.jpg,Landscapes,4.4,2.9,High,Medium
Landscapes_042_h.jpg,Landscapes,4.37,2.3,High,Low
Landscapes_043_h.jpg,Landscapes,3.35,2.43,Medium,Low
Landscapes_044_h.jpg,Landscapes,3.0,2.4,Medium,Low
Landscapes_045_h.jpg,Landscapes,2.17,1.74,Low,Low
Landscapes_046_h.jpg,Landscapes,3.25,1.8,Medium,Low
Landscapes_047_v.jpg,Landscapes,3.76,1.81,High,Low
Landscapes_048_h.jpg,Landscapes,3.95,2.5,High,Low
Landscapes_049_h.jpg,Landscapes,3.0,2.32,Medium,Low
Landscapes_050_h.jpg,Landscapes,3.43,2.48,Medium,Low
Landscapes_051_h.jpg,Landscapes,3.5,2.7,Medium,Medium
Landscapes_052_h.jpg,Landscapes,3.47,2.26,Medium,Low
Landscapes_053_h.jpg,Landscapes,4.65,3.0,High,Medium
Landscapes_054_h.jpg,Landscapes,4.71,3.14,High,Medium
Landscapes_055_h.jpg,Landscapes,2.86,1.62,Medium,Low
Landscapes_056_h.jpg,Landscapes,3.52,2.87,High,Medium
Landscapes_057_h.jpg,Landscapes,3.95,3.2,High,Medium
Landscapes_058_h.jpg,Landscapes,1.87,2.43,Low,Low
Landscapes_059_v.jpg,Landscapes,4.17,2.6,High,Medium
Landscapes_060_h.jpg,Landscapes,3.38,1.67,Medium,Low
Landscapes_061_h.jpg,Landscapes,2.53,2.11,Medium,Low
Landscapes_062_h.jpg,Landscapes,4.67,2.48,High,Low
Landscapes_063_h.jpg,Landscapes,4.27,2.77,High,Medium
Landscapes_064_h.jpg,Landscapes,4.17,3.39,High,Medium
Landscapes_065_h.jpg,Landscapes,3.55,2.25,High,Low
Landscapes_066_h.jpg,Landscapes,3.14,2.1,Medium,Low
Landscapes_067_h.jpg,Landscapes,3.05,1.81,Medium,Low
Landscapes_068_h.jpg,Landscapes,2.11,2.11,Low,Low
Landscapes_069_v.jpg,Landscapes,2.6,2.15,Medium,Low
Landscapes_070_h.jpg,Landscapes,2.0,2.25,Low,Low
Landscapes_071_h.jpg,Landscapes,3.95,2.0,High,Low
Landscapes_072_h.jpg,Landscapes,3.35,2.48,Medium,Low
Landscapes_073_h.jpg,Landscapes,4.6,2.93,High,Medium
Landscapes_074_h.jpg,Landscapes,2.3,2.0,Low,Low
Landscapes_075_h.jpg,Landscapes,3.0,2.26,Medium,Low
Landscapes_076_h.jpg,Landscapes,2.53,2.21,Medium,Low
Landscapes_077_v.jpg,Landscapes,3.11,3.0,Medium,Medium
Landscapes_078_h.jpg,Landscapes,3.15,2.0,Medium,Low
Landscapes_079_v.jpg,Landscapes,2.9,2.1,Medium,Low
Landscapes_080_h.jpg,Landscapes,3.0,1.95,Medium,Low
Landscapes_081_h.jpg,Landscapes,2.57,1.71,Medium,Low
Landscapes_082_v.jpg,Landscapes,4.0,1.95,High,Low
Landscapes_083_h.jpg,Landscapes,3.41,2.55,Medium,Medium
Landscapes_084_v.jpg,Landscapes,4.0,2.18,High,Low
Landscapes_085_h.jpg,Landscapes,3.43,2.17,Medium,Low
Landscapes_086_v.jpg,Landscapes,4.0,2.74,High,Medium
Landscapes_087_h.jpg,Landscapes,4.5,3.4,High,Medium
Landscapes_088_v.jpg,Landscapes,3.68,2.26,High,Low
Landscapes_089_h.jpg,Landscapes,3.95,2.42,High,Low
Landscapes_090_h.jpg,Landscapes,3.47,2.0,Medium,Low
Landscapes_091_h.jpg,Landscapes,3.09,1.5,Medium,Low
Landscapes_092_h.jpg,Landscapes,3.77,2.57,High,Medium
Landscapes_093_h.jpg,Landscapes,4.0,3.25,High,Medium
Landscapes_094_h.jpg,Landscapes,4.55,3.65,High,High
Landscapes_095_h.jpg,Landscapes,3.27,2.27,Medium,Low
Landscapes_096_h.jpg,Landscapes,4.11,2.58,High,Medium
Landscapes_097_v.jpg,Landscapes,4.35,3.4,High,Medium
Landscapes_098_h.jpg,Landscapes,4.77,2.7,High,Medium
Landscapes_099_v.jpg,Landscapes,4.15,3.55,High,High
Landscapes_100_h.jpg,Landscapes,3.9,2.9,High,Medium
Landscapes_101_v.jpg,Landscapes,3.68,1.95,High,Low
Landscapes_102_h.jpg,Landscapes,3.86,2.77,High,Medium
Landscapes_103_v.jpg,Landscapes,4.32,2.58,High,Medium
Landscapes_104_h.jpg,Landscapes,4.14,2.18,High,Low
Landscapes_105_v.jpg,Landscapes,4.16,2.63,High,Medium
Landscapes_106_v.jpg,Landscapes,4.67,2.73,High,Medium
Landscapes_107_h.jpg,Landscapes,3.68,2.63,High,Medium
Landscapes_108_v.jpg,Landscapes,4.47,2.53,High,Medium
Landscapes_109_h.jpg,Landscapes,3.79,2.47,High,Low
Landscapes_110_v.jpg,Landscapes,3.59,2.32,High,Low
Landscapes_111_h.jpg,Landscapes,4.6,2.8,High,Medium
Landscapes_112_v.jpg,Landscapes,4.2,2.65,High,Medium
Landscapes_113_h.jpg,Landscapes,4.55,2.91,High,Medium
Landscapes_114_v.jpg,Landscapes,4.14,2.68,High,Medium
Landscapes_115_v.jpg,Landscapes,4.7,2.93,High,Medium
Landscapes_116_v.jpg,Landscapes,4.65,2.95,High,Medium
Landscapes_117_h.jpg,Landscapes,3.55,2.3,High,Low
Landscapes_118_v.jpg,Landscapes,2.3,2.85,Low,Medium
Landscapes_119_h.jpg,Landscapes,4.25,2.25,High,Low
Landscapes_120_v.jpg,Landscapes,3.75,2.7,High,Medium
Landscapes_121_h.jpg,Landscapes,4.7,3.4,High,Medium
Landscapes_122_v.jpg,Landscapes,4.26,2.74,High,Medium
Landscapes_123_h.jpg,Landscapes,4.6,3.15,High,Medium
Landscapes_124_h.jpg,Landscapes,4.5,2.77,High,Medium
Landscapes_125_h.jpg,Landscapes,4.47,2.84,High,Medium
Landscapes_126_h.jpg,Landscapes,3.68,2.07,High,Low
Landscapes_127_h.jpg,Landscapes,4.0,2.8,High,Medium
Landscapes_128_h.jpg,Landscapes,3.77,2.41,High,Low
Landscapes_129_v.jpg,Landscapes,2.05,2.1,Low,Low
Landscapes_130_h.jpg,Landscapes,3.36,2.39,Medium,Low
Landscapes_131_h.jpg,Landscapes,3.95,2.65,High,Medium
Landscapes_132_h.jpg,Landscapes,4.1,2.35,High,Low
Landscapes_133_h.jpg,Landscapes,4.15,2.65,High,Medium
Landscapes_134_h.jpg,Landscapes,3.9,3.15,High,Medium
Landscapes_135_h.jpg,Landscapes,2.71,3.0,Medium,Medium
Landscapes_136_h.jpg,Landscapes,4.3,3.1,High,Medium
Landscapes_137_h.jpg,Landscapes,4.14,2.64,High,Medium
Landscapes_138_h.jpg,Landscapes,4.5,2.18,High,Low
Landscapes_139_h.jpg,Landscapes,1.95,2.14,Low,Low
Landscapes_140_v.jpg,Landscapes,4.7,3.45,High,Medium
Landscapes_141_h.jpg,Landscapes,4.0,3.4,High,Medium
Landscapes_142_h.jpg,Landscapes,4.23,3.27,High,Medium
Landscapes_143_h.jpg,Landscapes,3.96,2.7,High,Medium
Landscapes_144_h.jpg,Landscapes,2.95,2.4,Medium,Low
Landscapes_145_h.jpg,Landscapes,3.45,3.05,Medium,Medium
Landscapes_146_h.jpg,Landscapes,4.2,2.85,High,Medium
Landscapes_147_h.jpg,Landscapes,4.25,3.0,High,Medium
Landscapes_148_h.jpg,Landscapes,3.32,2.57,Medium,Medium
Landscapes_149_h.jpg,Landscapes,3.25,2.4,Medium,Low
Landscapes_150_v.jpg,Landscapes,4.4,2.2,High,Low
Landscapes_151_h.jpg,Landscapes,4.0,2.91,High,Medium
Landscapes_152_h.jpg,Landscapes,4.32,2.64,High,Medium
Landscapes_153_h.jpg,Landscapes,3.89,2.07,High,Low
Landscapes_154_h.jpg,Landscapes,4.61,2.54,High,Medium
Landscapes_155_h.jpg,Landscapes,3.35,2.65,Medium,Medium
Landscapes_156_h.jpg,Landscapes,3.85,3.3,High,Medium
Landscapes_157_h.jpg,Landscapes,4.18,3.32,High,Medium
Landscapes_158_h.jpg,Landscapes,3.77,2.32,High,Low
Landscapes_159_h.jpg,Landscapes,3.35,3.2,Medium,Medium
Landscapes_160_v.jpg,Landscapes,2.9,2.05,Medium,Low
Landscapes_161_h.jpg,Landscapes,4.29,2.11,High,Low
Landscapes_162_h.jpg,Landscapes,4.05,2.9,High,Medium
Landscapes_163_h.jpg,Landscapes,3.65,2.8,High,Medium
Landscapes_164_h.jpg,Landscapes,4.3,2.7,High,Medium
Landscapes_165_h.jpg,Landscapes,4.57,2.36,High,Low
Landscapes_166_h.jpg,Landscapes,4.3,2.8,High,Medium
Landscapes_167_h.jpg,Landscapes,2.85,2.25,Medium,Low
Landscapes_168_h.jpg,Landscapes,4.7,3.45,High,Medium
Landscapes_169_h.jpg,Landscapes,4.23,3.23,High,Medium
Landscapes_170_h.jpg,Landscapes,2.65,2.35,Medium,Low
Landscapes_171_v.jpg,Landscapes,4.05,2.75,High,Medium
Landscapes_172_h.jpg,Landscapes,3.3,1.75,Medium,Low
Landscapes_173_h.jpg,Landscapes,4.29,2.96,High,Medium
Landscapes_174_h.jpg,Landscapes,4.25,2.75,High,Medium
Landscapes_175_h.jpg,Landscapes,3.55,2.5,High,Low
Landscapes_176_h.jpg,Landscapes,4.53,2.95,High,Medium
Landscapes_177_h.jpg,Landscapes,3.15,2.9,Medium,Medium
Landscapes_178_h.jpg,Landscapes,4.2,3.6,High,High
Landscapes_179_h.jpg,Landscapes,4.14,2.86,High,Medium
Landscapes_180_h.jpg,Landscapes,4.68,2.82,High,Medium
Landscapes_181_h.jpg,Landscapes,3.5,2.45,Medium,Low
Landscapes_182_v.jpg,Landscapes,2.8,2.7,Medium,Medium
Landscapes_183_h.jpg,Landscapes,4.73,3.05,High,Medium
Landscapes_184_h.jpg,Landscapes,4.23,2.09,High,Low
Landscapes_185_v.jpg,Landscapes,4.5,3.15,High,Medium
Objects_002_h.jpg,Objects,3.32,2.79,Medium,Medium
Objects_003_h.jpg,Objects,1.45,2.8,Low,Medium
Objects_004_h.jpg,Objects,1.4,2.7,Low,Medium
Objects_008_h.jpg,Objects,2.45,2.23,Low,Low
Objects_009_h.jpg,Objects,2.95,2.85,Medium,Medium
Objects_010_h.jpg,Objects,2.5,2.32,Low,Low
Objects_011_h.jpg,Objects,2.4,2.0,Low,Low
Objects_014_h.jpg,Objects,3.15,2.05,Medium,Low
Objects_016_h.jpg,Objects,2.7,2.9,Medium,Medium
Objects_020_h.jpg,Objects,2.3,1.85,Low,Low
Objects_022_h.jpg,Objects,2.2,2.25,Low,Low
Objects_024_v.jpg,Objects,3.15,2.25,Medium,Low
Objects_025_h.jpg,Objects,4.6,3.0,High,Medium
Objects_026_v.jpg,Objects,2.25,2.05,Low,Low
Objects_028_v.jpg,Objects,2.2,2.35,Low,Low
Objects_029_h.jpg,Objects,3.91,2.86,High,Medium
Objects_030_v.jpg,Objects,3.14,2.73,Medium,Medium
Objects_031_h.jpg,Objects,3.9,3.05,High,Medium
Objects_032_v.jpg,Objects,4.4,3.05,High,Medium
Objects_033_h.jpg,Objects,4.14,2.86,High,Medium
Objects_034_v.jpg,Objects,1.96,3.0,Low,Medium
Objects_035_h.jpg,Objects,2.05,1.82,Low,Low
Objects_036_v.jpg,Objects,2.5,1.86,Low,Low
Objects_037_h.jpg,Objects,4.18,2.77,High,Medium
Objects_038_v.jpg,Objects,3.15,2.44,Medium,Low
Objects_039_h.jpg,Objects,2.27,2.27,Low,Low
Objects_040_v.jpg,Objects,2.8,1.85,Medium,Low
Objects_041_h.jpg,Objects,4.35,2.85,High,Medium
Objects_042_h.jpg,Objects,3.61,3.0,High,Medium
Objects_043_h.jpg,Objects,2.95,2.23,Medium,Low
Objects_044_v.jpg,Objects,2.59,1.82,Medium,Low
Objects_045_h.jpg,Objects,3.09,2.09,Medium,Low
Objects_046_h.jpg,Objects,4.32,2.82,High,Medium
Objects_047_h.jpg,Objects,1.9,2.05,Low,Low
Objects_048_h.jpg,Objects,2.96,2.46,Medium,Low
Objects_049_h.jpg,Objects,3.6,2.84,High,Medium
Objects_050_h.jpg,Objects,2.15,2.35,Low,Low
Objects_051_h.jpg,Objects,2.3,2.95,Low,Medium
Objects_052_h.jpg,Objects,2.55,1.91,Medium,Low
Objects_053_h.jpg,Objects,1.46,3.21,Low,Medium
Objects_054_h.jpg,Objects,3.25,2.75,Medium,Medium
Objects_056_h.jpg,Objects,2.41,1.45,Low,Low
Objects_057_h.jpg,Objects,2.36,2.14,Low,Low
Objects_058_h.jpg,Objects,3.45,2.09,Medium,Low
Objects_059_h.jpg,Objects,2.68,1.68,Medium,Low
Objects_060_h.jpg,Objects,2.32,2.75,Low,Medium
Objects_061_h.jpg,Objects,3.32,2.79,Medium,Medium
Objects_062_h.jpg,Objects,3.32,2.86,Medium,Medium
Objects_063_v.jpg,Objects,1.91,2.0,Low,Low
Objects_064_v.jpg,Objects,3.35,2.63,Medium,Medium
Objects_065_h.jpg,Objects,1.55,1.9,Low,Low
Objects_066_v.jpg,Objects,2.95,2.14,Medium,Low
Objects_067_h.jpg,Objects,3.55,2.7,High,Medium
Objects_068_v.jpg,Objects,1.55,1.85,Low,Low
Objects_069_h.jpg,Objects,4.1,2.95,High,Medium
Objects_070_v.jpg,Objects,3.68,2.82,High,Medium
Objects_071_h.jpg,Objects,2.82,1.95,Medium,Low
Objects_072_v.jpg,Objects,2.35,2.7,Low,Medium
Objects_073_h.jpg,Objects,2.95,2.4,Medium,Low
Objects_074_v.jpg,Objects,4.05,2.85,High,Medium
Objects_075_h.jpg,Objects,4.15,3.4,High,Medium
Objects_076_v.jpg,Objects,3.89,2.86,High,Medium
Objects_077_h.jpg,Objects,4.45,2.36,High,Low
Objects_078_h.jpg,Objects,2.65,2.95,Medium,Medium
Objects_079_h.jpg,Objects,3.6,2.95,High,Medium
Objects_080_h.jpg,Objects,4.86,2.95,High,Medium
Objects_081_h.jpg,Objects,3.8,2.75,High,Medium
Objects_082_h.jpg,Objects,3.75,3.6,High,High
Objects_083_h.jpg,Objects,3.7,3.1,High,Medium
Objects_084_v.jpg,Objects,4.32,2.25,High,Low
Objects_085_h.jpg,Objects,4.5,3.65,High,High
Objects_086_h.jpg,Objects,4.1,2.8,High,Medium
Objects_088_h.jpg,Objects,1.77,2.0,Low,Low
Objects_089_h.jpg,Objects,2.7,2.95,Medium,Medium
Objects_090_h.jpg,Objects,2.73,2.05,Medium,Low
Objects_091_h.jpg,Objects,3.4,2.55,Medium,Medium
Objects_092_v.jpg,Objects,3.45,2.6,Medium,Medium
Objects_093_h.jpg,Objects,2.11,2.75,Low,Medium
Objects_094_v.jpg,Objects,2.68,2.63,Medium,Medium
Objects_095_h.jpg,Objects,3.64,2.77,High,Medium
Objects_096_v.jpg,Objects,3.75,2.75,High,Medium
Objects_097_h.jpg,Objects,2.86,2.18,Medium,Low
Objects_099_h.jpg,Objects,1.79,1.85,Low,Low
Objects_100_v.jpg,Objects,2.6,2.7,Medium,Medium
Objects_101_h.jpg,Objects,2.45,2.25,Low,Low
Objects_102_v.jpg,Objects,4.1,3.1,High,Medium
Objects_104_v.jpg,Objects,2.5,3.1,Low,Medium
Objects_106_v.jpg,Objects,2.86,1.77,Medium,Low
Objects_107_h.jpg,Objects,3.05,2.9,Medium,Medium
Objects_108_v.jpg,Objects,2.45,2.05,Low,Low
Objects_109_h.jpg,Objects,2.0,1.91,Low,Low
Objects_110_v.jpg,Objects,1.54,3.21,Low,Medium
Objects_111_h.jpg,Objects,1.6,2.3,Low,Low
Objects_112_h.jpg,Objects,3.05,2.05,Medium,Low
Objects_113_h.jpg,Objects,2.5,2.05,Low,Low
Objects_114_h.jpg,Objects,2.1,1.65,Low,Low
Objects_116_v.jpg,Objects,2.25,2.82,Low,Medium
Objects_117_h.jpg,Objects,2.64,2.32,Medium,Low
Objects_120_h.jpg,Objects,2.71,2.38,Medium,Low
Objects_122_h.jpg,Objects,1.95,2.32,Low,Low
Objects_123_h.jpg,Objects,2.75,2.4,Medium,Low
Objects_124_h.jpg,Objects,2.45,2.38,Low,Low
Objects_125_h.jpg,Objects,1.64,2.14,Low,Low
Objects_128_h.jpg,Objects,2.11,2.57,Low,Medium
Objects_129_h.jpg,Objects,2.5,2.4,Low,Low
Objects_130_h.jpg,Objects,3.0,2.3,Medium,Low
Objects_133_h.jpg,Objects,2.91,2.55,Medium,Medium
Objects_134_h.jpg,Objects,2.2,2.1,Low,Low
Objects_135_h.jpg,Objects,3.05,1.82,Medium,Low
Objects_136_h.jpg,Objects,2.4,2.2,Low,Low
Objects_138_h.jpg,Objects,2.82,2.32,Medium,Low
Objects_140_h.jpg,Objects,3.27,2.27,Medium,Low
Objects_141_h.jpg,Objects,2.07,2.54,Low,Medium
Objects_142_h.jpg,Objects,2.05,1.95,Low,Low
Objects_144_h.jpg,Objects,2.0,3.04,Low,Medium
Objects_146_h.jpg,Objects,2.65,1.95,Medium,Low
Objects_150_h.jpg,Objects,3.09,2.18,Medium,Low
Objects_151_h.jpg,Objects,2.82,1.95,Medium,Low
Objects_152_v.jpg,Objects,2.45,2.35,Low,Low
Objects_153_h.jpg,Objects,1.7,1.45,Low,Low
Objects_155_h.jpg,Objects,2.32,1.77,Low,Low
Objects_156_v.jpg,Objects,2.9,1.7,Medium,Low
Objects_157_h.jpg,Objects,1.8,1.65,Low,Low
Objects_158_h.jpg,Objects,2.05,2.41,Low,Low
Objects_159_v.jpg,Objects,2.05,1.6,Low,Low
Objects_160_h.jpg,Objects,2.86,2.91,Medium,Medium
Objects_161_v.jpg,Objects,2.55,1.95,Medium,Low
Objects_162_h.jpg,Objects,2.29,2.29,Low,Low
Objects_163_v.jpg,Objects,2.36,2.43,Low,Low
Objects_164_h.jpg,Objects,2.39,2.54,Low,Medium
Objects_165_v.jpg,Objects,2.96,2.61,Medium,Medium
Objects_166_h.jpg,Objects,3.68,2.38,High,Low
Objects_167_v.jpg,Objects,3.36,1.86,Medium,Low
Objects_168_v.jpg,Objects,2.7,2.25,Medium,Low
Objects_169_h.jpg,Objects,3.59,2.73,High,Medium
Objects_170_v.jpg,Objects,2.41,2.0,Low,Low
Objects_171_h.jpg,Objects,3.82,2.32,High,Low
Objects_172_v.jpg,Objects,4.0,2.36,High,Low
Objects_173_h.jpg,Objects,2.3,1.7,Low,Low
Objects_174_v.jpg,Objects,2.86,2.0,Medium,Low
Objects_175_h.jpg,Objects,2.5,2.14,Low,Low
Objects_176_v.jpg,Objects,3.35,2.15,Medium,Low
Objects_177_h.jpg,Objects,2.4,2.1,Low,Low
Objects_178_v.jpg,Objects,3.4,2.35,Medium,Low
Objects_179_h.jpg,Objects,2.81,2.61,Medium,Medium
Objects_180_v.jpg,Objects,3.5,2.27,Medium,Low
Objects_181_h.jpg,Objects,2.47,1.95,Low,Low
Objects_182_v.jpg,Objects,1.65,1.55,Low,Low
Objects_183_h.jpg,Objects,3.09,1.64,Medium,Low
Objects_184_v.jpg,Objects,2.23,2.0,Low,Low
Objects_185_h.jpg,Objects,2.82,2.32,Medium,Low
Objects_186_v.jpg,Objects,3.15,2.15,Medium,Low
Objects_187_h.jpg,Objects,3.36,2.32,Medium,Low
Objects_188_v.jpg,Objects,2.09,2.0,Low,Low
Objects_189_h.jpg,Objects,2.7,1.8,Medium,Low
Objects_190_h.jpg,Objects,4.73,3.05,High,Medium
Objects_191_v.jpg,Objects,3.64,2.0,High,Low
Objects_192_h.jpg,Objects,3.55,2.74,High,Medium
Objects_193_v.jpg,Objects,3.7,2.85,High,Medium
Objects_194_h.jpg,Objects,3.15,2.45,Medium,Low
Objects_195_v.jpg,Objects,3.95,1.86,High,Low
Objects_196_h.jpg,Objects,3.35,2.4,Medium,Low
Objects_197_v.jpg,Objects,2.64,1.86,Medium,Low
Objects_198_h.jpg,Objects,4.5,2.8,High,Medium
Objects_199_v.jpg,Objects,3.61,2.39,High,Low
Objects_200_h.jpg,Objects,2.5,1.8,Low,Low
Objects_201_v.jpg,Objects,2.54,2.07,Medium,Low
Objects_202_h.jpg,Objects,3.5,3.05,Medium,Medium
Objects_203_v.jpg,Objects,2.61,2.18,Medium,Low
Objects_204_h.jpg,Objects,2.55,1.74,Medium,Low
Objects_205_h.jpg,Objects,4.89,2.71,High,Medium
Objects_206_h.jpg,Objects,1.5,1.65,Low,Low
Objects_207_h.jpg,Objects,2.4,2.0,Low,Low
Objects_208_h.jpg,Objects,3.25,2.4,Medium,Low
Objects_209_h.jpg,Objects,3.29,2.04,Medium,Low
Objects_210_h.jpg,Objects,3.4,2.65,Medium,Medium
Objects_211_h.jpg,Objects,3.05,2.0,Medium,Low
Objects_212_h.jpg,Objects,2.45,2.25,Low,Low
Objects_213_h.jpg,Objects,3.35,2.75,Medium,Medium
Objects_214_h.jpg,Objects,3.64,2.32,High,Low
Objects_215_v.jpg,Objects,2.45,2.75,Low,Medium
Objects_216_h.jpg,Objects,2.32,2.54,Low,Medium
Objects_217_h.jpg,Objects,4.05,2.75,High,Medium
Objects_218_h.jpg,Objects,1.5,2.65,Low,Medium
Objects_219_h.jpg,Objects,3.0,2.64,Medium,Medium
Objects_220_h.jpg,Objects,3.32,2.0,Medium,Low
Objects_221_h.jpg,Objects,2.45,1.85,Low,Low
Objects_222_h.jpg,Objects,2.05,1.85,Low,Low
Objects_223_h.jpg,Objects,2.68,1.95,Medium,Low
Objects_224_h.jpg,Objects,2.79,2.46,Medium,Low
Objects_225_h.jpg,Objects,2.39,2.54,Low,Medium
Objects_226_h.jpg,Objects,3.05,2.5,Medium,Low
Objects_227_v.jpg,Objects,2.6,1.8,Medium,Low
Objects_228_h.jpg,Objects,2.3,2.25,Low,Low
Objects_229_h.jpg,Objects,2.05,2.3,Low,Low
Objects_230_h.jpg,Objects,3.3,2.8,Medium,Medium
Objects_231_h.jpg,Objects,2.43,2.43,Low,Low
Objects_232_h.jpg,Objects,2.11,2.63,Low,Medium
Objects_233_h.jpg,Objects,2.3,2.55,Low,Medium
Objects_234_h.jpg,Objects,2.14,2.68,Low,Medium
Objects_235_h.jpg,Objects,2.32,2.64,Low,Medium
Objects_236_h.jpg,Objects,2.23,1.73,Low,Low
Objects_237_h.jpg,Objects,3.35,2.37,Medium,Low
Objects_238_h.jpg,Objects,2.1,1.6,Low,Low
Objects_239_v.jpg,Objects,3.79,3.26,High,Medium
Objects_240_h.jpg,Objects,3.85,2.95,High,Medium
Objects_241_h.jpg,Objects,3.86,2.0,High,Low
Objects_242_h.jpg,Objects,2.5,1.73,Low,Low
Objects_243_h.jpg,Objects,2.65,2.25,Medium,Low
Objects_244_h.jpg,Objects,3.25,2.75,Medium,Medium
Objects_245_h.jpg,Objects,4.0,3.0,High,Medium
Objects_246_h.jpg,Objects,3.5,3.05,Medium,Medium
Objects_247_h.jpg,Objects,4.4,3.4,High,Medium
Objects_248_h.jpg,Objects,1.9,1.65,Low,Low
Objects_249_v.jpg,Objects,2.15,1.45,Low,Low
Objects_250_h.jpg,Objects,3.59,1.91,High,Low
Objects_251_v.jpg,Objects,2.64,2.54,Medium,Medium
Objects_252_h.jpg,Objects,2.1,1.5,Low,Low
Objects_253_v.jpg,Objects,2.82,1.68,Medium,Low
Objects_254_h.jpg,Objects,3.85,2.65,High,Medium
Objects_255_v.jpg,Objects,3.1,2.6,Medium,Medium
Objects_256_h.jpg,Objects,3.0,2.75,Medium,Medium
Objects_257_h.jpg,Objects,3.75,2.32,High,Low
Objects_258_h.jpg,Objects,3.75,1.78,High,Low
Objects_259_h.jpg,Objects,3.65,2.85,High,Medium
Objects_260_h.jpg,Objects,4.18,2.82,High,Medium
Objects_261_h.jpg,Objects,3.73,2.55,High,Medium
Objects_262_h.jpg,Objects,4.55,3.95,High,High
Objects_263_h.jpg,Objects,4.15,2.75,High,Medium
Objects_264_v.jpg,Objects,3.91,2.64,High,Medium
Objects_265_h.jpg,Objects,3.95,2.8,High,Medium
Objects_266_h.jpg,Objects,4.36,2.23,High,Low
Objects_267_v.jpg,Objects,2.75,2.1,Medium,Low
Objects_268_h.jpg,Objects,2.45,1.9,Low,Low
Objects_269_h.jpg,Objects,2.91,2.36,Medium,Low
Objects_270_h.jpg,Objects,3.73,2.32,High,Low
Objects_271_h.jpg,Objects,2.8,2.3,Medium,Low
Objects_272_h.jpg,Objects,2.75,2.45,Medium,Low
Objects_273_h.jpg,Objects,3.86,2.73,High,Medium
Objects_274_h.jpg,Objects,4.09,3.18,High,Medium
Objects_275_v.jpg,Objects,2.18,1.73,Low,Low
Objects_276_h.jpg,Objects,4.14,2.91,High,Medium
Objects_277_h.jpg,Objects,1.8,1.55,Low,Low
Objects_278_h.jpg,Objects,3.32,2.18,Medium,Low
Objects_279_h.jpg,Objects,4.0,2.9,High,Medium
Objects_280_v.jpg,Objects,3.32,2.09,Medium,Low
Objects_281_h.jpg,Objects,2.45,1.4,Low,Low
Objects_282_h.jpg,Objects,2.05,1.73,Low,Low
Objects_283_h.jpg,Objects,3.2,2.9,Medium,Medium
Objects_284_h.jpg,Objects,3.73,2.77,High,Medium
Objects_286_h.jpg,Objects,2.68,2.09,Medium,Low
Objects_287_h.jpg,Objects,2.35,2.1,Low,Low
Objects_288_h.jpg,Objects,3.59,2.36,High,Low
Objects_289_h.jpg,Objects,4.05,2.41,High,Low
Objects_290_h.jpg,Objects,4.4,3.15,High,Medium
Objects_291_h.jpg,Objects,4.32,3.45,High,Medium
Objects_292_h.jpg,Objects,3.85,2.95,High,Medium
Objects_293_h.jpg,Objects,2.93,2.54,Medium,Medium
Objects_294_h.jpg,Objects,3.67,2.67,High,Medium
Objects_295_h.jpg,Objects,2.91,1.5,Medium,Low
Objects_296_h.jpg,Objects,3.27,2.23,Medium,Low
Objects_297_h.jpg,Objects,3.9,2.85,High,Medium
Objects_298_h.jpg,Objects,3.14,2.14,Medium,Low
Objects_299_h.jpg,Objects,3.41,2.23,Medium,Low
Objects_300_h.jpg,Objects,4.18,2.43,High,Low
Objects_301_h.jpg,Objects,4.82,2.75,High,Medium
Objects_302_h.jpg,Objects,3.45,2.23,Medium,Low
Objects_303_h.jpg,Objects,3.35,2.15,Medium,Low
Objects_304_h.jpg,Objects,3.7,3.2,High,Medium
Objects_305_h.jpg,Objects,3.64,2.91,High,Medium
Objects_306_h.jpg,Objects,3.9,2.9,High,Medium
Objects_307_v.jpg,Objects,2.57,2.07,Medium,Low
Objects_308_h.jpg,Objects,3.3,2.8,Medium,Medium
Objects_309_h.jpg,Objects,3.7,3.1,High,Medium
Objects_310_h.jpg,Objects,4.0,2.27,High,Low
Objects_311_h.jpg,Objects,3.1,2.25,Medium,Low
Objects_312_h.jpg,Objects,4.29,2.29,High,Low
Objects_313_h.jpg,Objects,3.2,2.85,Medium,Medium
Objects_314_h.jpg,Objects,2.59,2.0,Medium,Low
Objects_315_h.jpg,Objects,3.41,2.32,Medium,Low
Objects_316_h.jpg,Objects,3.3,2.85,Medium,Medium
Objects_317_h.jpg,Objects,4.23,2.64,High,Medium
Objects_318_h.jpg,Objects,2.91,1.91,Medium,Low
Objects_319_h.jpg,Objects,4.3,3.2,High,Medium
Objects_320_h.jpg,Objects,3.82,2.14,High,Low
Objects_321_h.jpg,Objects,3.9,3.1,High,Medium
Objects_322_h.jpg,Objects,4.23,3.05,High,Medium
Objects_323_h.jpg,Objects,4.59,2.59,High,Medium
