trial,ID,filename,Valence,Category,val_bin,condition
34,Landscapes_002_h,Landscapes_002_h.jpg,2.8,Landscapes,3-Feb,FEEL
35,Landscapes_169_h,Landscapes_169_h.jpg,6.34,Landscapes,7-Jun,FEEL
36,Landscapes_065_h,Landscapes_065_h.jpg,6.47,Landscapes,7-Jun,TONE
37,Faces_160_v,Faces_160_v.jpg,4.45,Faces,5-Apr,FEEL
38,Faces_016_h,Faces_016_h.jpg,2.92,Faces,3-Feb,FEEL
39,People_243_h,People_243_h.jpg,2.84,People,3-Feb,TONE
40,Objects_106_v,Objects_106_v.jpg,3.94,Objects,4-Mar,FEEL
41,Faces_293_h,Faces_293_h.jpg,2.44,Faces,3-Feb,TONE
42,Objects_048_h,Objects_048_h.jpg,6.61,Objects,7-Jun,TONE
43,1440,1440.jpg,8.1,Seal,9-Aug,FEEL
44,Faces_284_h,Faces_284_h.jpg,2.43,Faces,3-Feb,TONE
45,1390,1390.jpg,8.12,Bees,9-Aug,TONE
46,1230,1230.jpg,8.22,Spider,9-Aug,FEEL
47,People_219_h,People_219_h.jpg,3.54,People,4-Mar,TONE
48,People_163_v,People_163_v.jpg,6.02,People,7-Jun,TONE
49,People_133_h,People_133_h.jpg,3,People,3-Feb,FEEL
50,Objects_272_h,Objects_272_h.jpg,7.06,Objects,8-Jul,TONE
51,People_214_h,People_214_h.jpg,3.41,People,4-Mar,FEEL
52,Landscapes_003_v,Landscapes_003_v.jpg,4.06,Landscapes,5-Apr,FEEL
53,People_091_h,People_091_h.jpg,5.26,People,6-May,TONE
54,Objects_134_h,Objects_134_h.jpg,4.32,Objects,5-Apr,FEEL
55,1333,1333.jpg,8.16,Parrots,9-Aug,FEEL
56,People_041_h,People_041_h.jpg,6.7,People,7-Jun,TONE
57,Objects_203_v,Objects_203_v.jpg,6,Objects,6-May,TONE
58,Faces_004_h,Faces_004_h.jpg,6.23,Faces,7-Jun,FEEL
59,Objects_166_h,Objects_166_h.jpg,5.83,Objects,6-May,FEEL
60,Objects_071_h,Objects_071_h.jpg,4.98,Objects,5-Apr,FEEL
61,Objects_115_h,Objects_115_h.jpg,4.74,Objects,5-Apr,TONE
62,Objects_316_h,Objects_316_h.jpg,5.95,Objects,6-May,FEEL
63,1505,1505.jpg,8.06,DogRace,9-Aug,TONE
64,Objects_264_v,Objects_264_v.jpg,6.6,Objects,7-Jun,FEEL
65,1301,1301.jpg,8.19,Dog,9-Aug,TONE
66,Objects_023_v,Objects_023_v.jpg,3.72,Objects,4-Mar,FEEL
67,Objects_212_h,Objects_212_h.jpg,3.76,Objects,4-Mar,FEEL
68,People_192_h,People_192_h.jpg,7.17,People,8-Jul,TONE
69,Landscapes_121_h,Landscapes_121_h.jpg,7.74,Landscapes,8-Jul,FEEL
70,People_140_h,People_140_h.jpg,2.42,People,3-Feb,TONE
71,Objects_068_v,Objects_068_v.jpg,5.24,Objects,6-May,FEEL
72,Animals_125_h,Animals_125_h.jpg,6.99,Animals,7-Jun,FEEL
73,Faces_320_v,Faces_320_v.jpg,5.06,Faces,6-May,TONE
74,Faces_022_h,Faces_022_h.jpg,4.76,Faces,5-Apr,TONE
75,Faces_354_v,Faces_354_v.jpg,7.41,Faces,8-Jul,TONE
76,People_222_h,People_222_h.jpg,2.17,People,3-Feb,FEEL
77,People_170_v,People_170_v.jpg,4.12,People,5-Apr,FEEL
78,People_001_h,People_001_h.jpg,2.69,People,3-Feb,FEEL
79,Faces_002_v,Faces_002_v.jpg,7.88,Faces,8-Jul,FEEL
80,1271,1271.jpg,8.21,Roaches,9-Aug,TONE
81,Objects_096_v,Objects_096_v.jpg,7.46,Objects,8-Jul,TONE
82,Faces_103_h,Faces_103_h.jpg,6.92,Faces,7-Jun,TONE
83,People_090_v,People_090_v.jpg,3.4,People,4-Mar,TONE
84,People_120_h,People_120_h.jpg,3.36,People,4-Mar,TONE
85,1070,1070.jpg,8.48,Snake,9-Aug,FEEL
86,Faces_208_h,Faces_208_h.jpg,5.56,Faces,6-May,FEEL
87,1121,1121.jpg,8.34,Lizard,9-Aug,TONE
88,Landscapes_165_h,Landscapes_165_h.jpg,8.22,Landscapes,9-Aug,FEEL
89,Animals_032_h,Animals_032_h.jpg,2.96,Animals,3-Feb,TONE
90,Landscapes_151_h,Landscapes_151_h.jpg,7.48,Landscapes,8-Jul,TONE
91,Animals_029_v,Animals_029_v.jpg,3.1,Animals,4-Mar,FEEL
92,People_117_h,People_117_h.jpg,3.94,People,4-Mar,TONE
93,Animals_039_h,Animals_039_h.jpg,2.46,Animals,3-Feb,FEEL
94,Faces_116_h,Faces_116_h.jpg,7.57,Faces,8-Jul,TONE
95,Animals_016_h,Animals_016_h.jpg,2.67,Animals,3-Feb,FEEL
96,People_141_h,People_141_h.jpg,4.15,People,5-Apr,TONE
97,Landscapes_176_h,Landscapes_176_h.jpg,7.51,Landscapes,8-Jul,FEEL
98,Faces_318_v,Faces_318_v.jpg,6.06,Faces,7-Jun,FEEL
99,People_155_h,People_155_h.jpg,5.36,People,6-May,FEEL
100,Animals_218_h,Animals_218_h.jpg,5.77,Animals,6-May,FEEL
101,Animals_068_h,Animals_068_h.jpg,2.56,Animals,3-Feb,TONE
102,Objects_160_h,Objects_160_h.jpg,5.41,Objects,6-May,TONE
103,Objects_283_h,Objects_283_h.jpg,2.62,Objects,3-Feb,TONE
104,Objects_176_v,Objects_176_v.jpg,5.15,Objects,6-May,TONE
105,Faces_035_h,Faces_035_h.jpg,3.65,Faces,4-Mar,TONE
106,Faces_358_h,Faces_358_h.jpg,7.49,Faces,8-Jul,FEEL
107,Landscapes_044_h,Landscapes_044_h.jpg,5.13,Landscapes,6-May,TONE
108,Faces_133_h,Faces_133_h.jpg,7.4,Faces,8-Jul,TONE
109,People_230_h,People_230_h.jpg,3.43,People,4-Mar,TONE
110,9927,9927.jpg,1.79,Flood,2-Jan,TONE
111,Objects_173_h,Objects_173_h.jpg,3.76,Objects,4-Mar,TONE
112,Animals_114_h,Animals_114_h.jpg,6.84,Animals,7-Jun,FEEL
