trial,ID,filename,Category,Valence,val_bin,condition
1,Animals_146_h,Animals_146_h.jpg,Animals,6.57,7-Jun,FEEL
2,Landscapes_120_v,Landscapes_120_v.jpg,Landscapes,8.31,9-Aug,FEEL
3,Landscapes_180_h,Landscapes_180_h.jpg,Landscapes,8.54,9-Aug,TONE
4,Animals_009_v,Animals_009_v.jpg,Animals,5.79,6-May,FEEL
5,Landscapes_141_h,Landscapes_141_h.jpg,Landscapes,8.04,9-Aug,FEEL
6,Objects_144_h,Objects_144_h.jpg,Objects,3,3-Feb,FEEL
7,Landscapes_021_h,Landscapes_021_h.jpg,Landscapes,7.6,8-Jul,TONE
8,Landscapes_156_h,Landscapes_156_h.jpg,Landscapes,4.19,5-Apr,FEEL
9,Faces_037_h,Faces_037_h.jpg,Faces,4.14,5-Apr,FEEL
10,People_110_h,People_110_h.jpg,People,8.11,9-Aug,FEEL
11,Objects_118_v,Objects_118_v.jpg,Objects,4.2,5-Apr,FEEL
12,Animals_056_h,Animals_056_h.jpg,Animals,1.86,2-Jan,TONE
13,Animals_047_h,Animals_047_h.jpg,Animals,4.94,5-Apr,TONE
14,People_023_h,People_023_h.jpg,People,3.06,4-Mar,TONE
15,Objects_206_h,Objects_206_h.jpg,Objects,3.89,4-Mar,TONE
16,Objects_132_h,Objects_132_h.jpg,Objects,2.88,3-Feb,TONE
17,People_238_h,People_238_h.jpg,People,1.33,2-Jan,TONE
18,Objects_085_h,Objects_085_h.jpg,Objects,6.75,7-Jun,FEEL
19,Faces_367_h,Faces_367_h.jpg,Faces,1.65,2-Jan,TONE
20,Faces_159_h,Faces_159_h.jpg,Faces,1.93,2-Jan,TONE
21,Animals_133_h,Animals_133_h.jpg,Animals,4.85,5-Apr,TONE
22,Faces_060_h,Faces_060_h.jpg,Faces,5.21,6-May,TONE
23,People_127_h,People_127_h.jpg,People,2.15,3-Feb,FEEL
24,Objects_213_h,Objects_213_h.jpg,Objects,4.95,5-Apr,FEEL
25,Landscapes_077_v,Landscapes_077_v.jpg,Landscapes,4.64,5-Apr,TONE
26,Faces_028_h,Faces_028_h.jpg,Faces,2.75,3-Feb,TONE
27,People_078_v,People_078_v.jpg,People,4.98,5-Apr,TONE
28,Faces_288_h,Faces_288_h.jpg,Faces,3.51,4-Mar,TONE
29,Faces_371_v,Faces_371_v.jpg,Faces,1.73,2-Jan,FEEL
30,Objects_022_h,Objects_022_h.jpg,Objects,3.04,4-Mar,TONE
31,Faces_006_h,Faces_006_h.jpg,Faces,4.73,5-Apr,FEEL
32,Landscapes_107_h,Landscapes_107_h.jpg,Landscapes,6.79,7-Jun,FEEL
33,People_227_h,People_227_h.jpg,People,1.86,2-Jan,FEEL
34,Faces_019_h,Faces_019_h.jpg,Faces,2.79,3-Feb,TONE
35,Faces_057_h,Faces_057_h.jpg,Faces,5.72,6-May,TONE
36,Objects_163_v,Objects_163_v.jpg,Objects,5.53,6-May,FEEL
37,People_172_v,People_172_v.jpg,People,8.02,9-Aug,TONE
38,Faces_147_v,Faces_147_v.jpg,Faces,2.84,3-Feb,TONE
39,Landscapes_036_h,Landscapes_036_h.jpg,Landscapes,5.2,6-May,FEEL
40,Landscapes_011_h,Landscapes_011_h.jpg,Landscapes,3.52,4-Mar,TONE
41,People_199_v,People_199_v.jpg,People,2.79,3-Feb,TONE
42,Faces_143_v,Faces_143_v.jpg,Faces,1.85,2-Jan,TONE
43,Objects_074_v,Objects_074_v.jpg,Objects,7.55,8-Jul,TONE
44,Animals_220_h,Animals_220_h.jpg,Animals,8.02,9-Aug,FEEL
45,Landscapes_112_v,Landscapes_112_v.jpg,Landscapes,6.84,7-Jun,TONE
46,People_187_h,People_187_h.jpg,People,7.84,8-Jul,FEEL
47,Animals_025_h,Animals_025_h.jpg,Animals,2.65,3-Feb,FEEL
48,Animals_201_h,Animals_201_h.jpg,Animals,7.92,8-Jul,FEEL
49,Landscapes_129_v,Landscapes_129_v.jpg,Landscapes,5.82,6-May,TONE
50,People_204_v,People_204_v.jpg,People,2.4,3-Feb,TONE
51,Landscapes_026_h,Landscapes_026_h.jpg,Landscapes,2.48,3-Feb,FEEL
52,Landscapes_007_h,Landscapes_007_h.jpg,Landscapes,2.93,3-Feb,FEEL
53,People_038_h,People_038_h.jpg,People,1.73,2-Jan,FEEL
54,Animals_037_h,Animals_037_h.jpg,Animals,3.03,4-Mar,FEEL
55,People_042_h,People_042_h.jpg,People,5.31,6-May,TONE
56,People_231_h,People_231_h.jpg,People,4.1,5-Apr,FEEL
