trial,ID,filename,Valence,Category,val_bin,condition
73,Objects_255_v,Objects_255_v.jpg,6.13,Objects,7-Jun,TONE
74,Animals_140_h,Animals_140_h.jpg,7.21,Animals,8-Jul,TONE
75,1313,1313.jpg,8.17,Frog,9-Aug,TONE
76,1113,1113.jpg,8.38,Snake,9-Aug,TONE
77,People_241_h,People_241_h.jpg,2.52,People,3-Feb,TONE
78,Animals_026_h,Animals_026_h.jpg,5.35,Animals,6-May,TONE
79,Objects_127_h,Objects_127_h.jpg,3.66,Objects,4-Mar,FEEL
80,Landscapes_034_h,Landscapes_034_h.jpg,7.04,Landscapes,8-Jul,TONE
81,Objects_093_h,Objects_093_h.jpg,5.78,Objects,6-May,TONE
82,Objects_182_v,Objects_182_v.jpg,3.91,Objects,4-Mar,FEEL
83,9911,9911.jpg,1.95,CarAccident,2-Jan,FEEL
84,Objects_317_h,Objects_317_h.jpg,6.26,Objects,7-Jun,FEEL
85,Faces_131_v,Faces_131_v.jpg,7.27,Faces,8-Jul,FEEL
86,1280,1280.jpg,8.2,Rat,9-Aug,TONE
87,Landscapes_096_h,Landscapes_096_h.jpg,7.89,Landscapes,8-Jul,FEEL
88,Objects_159_v,Objects_159_v.jpg,4.17,Objects,5-Apr,TONE
89,Animals_189_v,Animals_189_v.jpg,7.14,Animals,8-Jul,TONE
90,Landscapes_148_h,Landscapes_148_h.jpg,7.28,Landscapes,8-Jul,FEEL
91,Faces_260_h,Faces_260_h.jpg,7.14,Faces,8-Jul,TONE
92,1120,1120.jpg,8.37,Snake,9-Aug,FEEL
93,Objects_148_h,Objects_148_h.jpg,3.39,Objects,4-Mar,TONE
94,Faces_332_v,Faces_332_v.jpg,6.91,Faces,7-Jun,TONE
95,Faces_119_v,Faces_119_v.jpg,5.58,Faces,6-May,FEEL
96,People_147_h,People_147_h.jpg,3.13,People,4-Mar,FEEL
97,Faces_196_h,Faces_196_h.jpg,5.75,Faces,6-May,FEEL
98,Faces_165_v,Faces_165_v.jpg,3.94,Faces,4-Mar,TONE
99,Animals_049_h,Animals_049_h.jpg,3.7,Animals,4-Mar,TONE
100,Faces_239_v,Faces_239_v.jpg,6.27,Faces,7-Jun,FEEL
101,9925,9925.jpg,1.81,Fire,2-Jan,TONE
102,Faces_179_v,Faces_179_v.jpg,6.9,Faces,7-Jun,TONE
103,Faces_025_h,Faces_025_h.jpg,3.75,Faces,4-Mar,FEEL
104,Landscapes_060_h,Landscapes_060_h.jpg,5.21,Landscapes,6-May,FEEL
105,Animals_208_h,Animals_208_h.jpg,7.41,Animals,8-Jul,TONE
106,Faces_314_h,Faces_314_h.jpg,6.49,Faces,7-Jun,FEEL
107,Objects_002_h,Objects_002_h.jpg,2.66,Objects,3-Feb,TONE
108,People_202_h,People_202_h.jpg,2.58,People,3-Feb,TONE
109,Faces_222_h,Faces_222_h.jpg,5.67,Faces,6-May,FEEL
110,Objects_057_h,Objects_057_h.jpg,4.94,Objects,5-Apr,FEEL
111,People_194_h,People_194_h.jpg,6.63,People,7-Jun,FEEL
112,Landscapes_081_h,Landscapes_081_h.jpg,5.48,Landscapes,6-May,TONE
